bvp,time
0.28,1600927960.0
-5.91,1600927960.015625
-13.77,1600927960.03125
-21.87,1600927960.046875
-28.96,1600927960.0625
-34.54,1600927960.078125
-38.89,1600927960.09375
-42.86,1600927960.109375
-47.4,1600927960.125
-53.09,1600927960.140625
-59.91,1600927960.15625
-67.13,1600927960.171875
-73.45,1600927960.1875
-77.26,1600927960.203125
-76.92,1600927960.21875
-71.28,1600927960.234375
-60.07,1600927960.25
-44.17,1600927960.265625
-25.48,1600927960.28125
-6.42,1600927960.296875
10.77,1600927960.3125
24.65,1600927960.328125
34.89,1600927960.34375
41.99,1600927960.359375
46.89,1600927960.375
50.32,1600927960.390625
52.51,1600927960.40625
53.29,1600927960.421875
52.32,1600927960.4375
49.59,1600927960.453125
45.51,1600927960.46875
40.85,1600927960.484375
36.42,1600927960.5
32.71,1600927960.515625
29.64,1600927960.53125
26.68,1600927960.546875
23.19,1600927960.5625
18.79,1600927960.578125
13.64,1600927960.59375
8.42,1600927960.609375
4.0,1600927960.625
1.01,1600927960.640625
-0.57,1600927960.65625
-1.42,1600927960.671875
-2.61,1600927960.6875
-5.08,1600927960.703125
-9.18,1600927960.71875
-14.54,1600927960.734375
-20.2,1600927960.75
-25.16,1600927960.765625
-28.8,1600927960.78125
-31.09,1600927960.796875
-32.62,1600927960.8125
-34.16,1600927960.828125
-36.26,1600927960.84375
-39.04,1600927960.859375
-42.1,1600927960.875
-44.79,1600927960.890625
-46.5,1600927960.90625
-46.85,1600927960.921875
-45.81,1600927960.9375
-43.56,1600927960.953125
-40.33,1600927960.96875
-36.22,1600927960.984375
-31.16,1600927961.0
-24.97,1600927961.015625
-17.52,1600927961.03125
-8.84,1600927961.046875
0.94,1600927961.0625
11.61,1600927961.078125
22.99,1600927961.09375
34.8,1600927961.109375
46.54,1600927961.125
57.38,1600927961.140625
66.14,1600927961.15625
71.63,1600927961.171875
73.03,1600927961.1875
70.34,1600927961.203125
64.35,1600927961.21875
56.3,1600927961.234375
47.19,1600927961.25
37.08,1600927961.265625
25.02,1600927961.28125
9.48,1600927961.296875
-10.69,1600927961.3125
-35.3,1600927961.328125
-62.45,1600927961.34375
-88.81,1600927961.359375
-110.84,1600927961.375
-125.98,1600927961.390625
-133.64,1600927961.40625
-135.14,1600927961.421875
-132.9,1600927961.4375
-129.16,1600927961.453125
-125.04,1600927961.46875
-120.38,1600927961.484375
-114.32,1600927961.5
-106.19,1600927961.515625
-96.16,1600927961.53125
-85.22,1600927961.546875
-74.59,1600927961.5625
-65.0,1600927961.578125
-56.37,1600927961.59375
-47.96,1600927961.609375
-39.12,1600927961.625
-29.8,1600927961.640625
-20.74,1600927961.65625
-13.18,1600927961.671875
-8.22,1600927961.6875
-6.33,1600927961.703125
-7.16,1600927961.71875
-9.87,1600927961.734375
