eda,time
0.204976,1600927960.0
0.203695,1600927960.25
0.206257,1600927960.5
0.203695,1600927960.75
0.204976,1600927961.0
0.201133,1600927961.25
0.19857,1600927961.5
0.203695,1600927961.75
0.206257,1600927962.0
0.208819,1600927962.25
0.208819,1600927962.5
0.207538,1600927962.75
0.207538,1600927963.0
0.204976,1600927963.25
0.204976,1600927963.5
0.204976,1600927963.75
0.206257,1600927964.0
0.207538,1600927964.25
0.208819,1600927964.5
0.2101,1600927964.75
0.2101,1600927965.0
0.2101,1600927965.25
0.204976,1600927965.5
0.204976,1600927965.75
0.202414,1600927966.0
0.207538,1600927966.25
0.204976,1600927966.5
0.206257,1600927966.75
0.204976,1600927967.0
0.208819,1600927967.25
0.206257,1600927967.5
0.206257,1600927967.75
0.204976,1600927968.0
0.204976,1600927968.25
0.206257,1600927968.5
0.208819,1600927968.75
0.203695,1600927969.0
0.202414,1600927969.25
0.204976,1600927969.5
0.203695,1600927969.75
0.204976,1600927970.0
0.207538,1600927970.25
0.208819,1600927970.5
0.211381,1600927970.75
0.212663,1600927971.0
0.213944,1600927971.25
0.2101,1600927971.5
0.2101,1600927971.75
0.2101,1600927972.0
0.2101,1600927972.25
0.211381,1600927972.5
0.208819,1600927972.75
0.2101,1600927973.0
0.2101,1600927973.25
0.208819,1600927973.5
0.208819,1600927973.75
0.207538,1600927974.0
0.206257,1600927974.25
0.203695,1600927974.5
0.204976,1600927974.75
0.208819,1600927975.0
0.211381,1600927975.25
0.208819,1600927975.5
0.207538,1600927975.75
0.2101,1600927976.0
0.211381,1600927976.25
0.213944,1600927976.5
0.215225,1600927976.75
0.213944,1600927977.0
0.213944,1600927977.25
0.215225,1600927977.5
0.215225,1600927977.75
0.216506,1600927978.0
0.213944,1600927978.25
0.213944,1600927978.5
0.215225,1600927978.75
0.216506,1600927979.0
0.216506,1600927979.25
0.217787,1600927979.5
0.217787,1600927979.75
0.219068,1600927980.0
0.217787,1600927980.25
0.219068,1600927980.5
0.22163,1600927980.75
0.224192,1600927981.0
0.225474,1600927981.25
0.225474,1600927981.5
0.224192,1600927981.75
0.225474,1600927982.0
0.242128,1600927982.25
0.222911,1600927982.5
0.222911,1600927982.75
0.222911,1600927983.0
0.22163,1600927983.25
0.219068,1600927983.5
0.220349,1600927983.75
0.220349,1600927984.0
0.222911,1600927984.25
0.220349,1600927984.5
0.22163,1600927984.75
0.238285,1600927985.0
0.222911,1600927985.25
0.220349,1600927985.5
0.224192,1600927985.75
0.224192,1600927986.0
0.225474,1600927986.25
0.226755,1600927986.5
0.226755,1600927986.75
0.226755,1600927987.0
0.222911,1600927987.25
0.225474,1600927987.5
0.224192,1600927987.75
0.225474,1600927988.0
0.225474,1600927988.25
0.228036,1600927988.5
0.224192,1600927988.75
0.225474,1600927989.0
0.222911,1600927989.25
0.222911,1600927989.5
0.222911,1600927989.75
0.222911,1600927990.0
0.224192,1600927990.25
0.230598,1600927990.5
0.230598,1600927990.75
0.228036,1600927991.0
0.230598,1600927991.25
0.228036,1600927991.5
0.23316,1600927991.75
0.229317,1600927992.0
0.230598,1600927992.25
0.230598,1600927992.5
0.229317,1600927992.75
0.230598,1600927993.0
0.231879,1600927993.25
0.23316,1600927993.5
0.235722,1600927993.75
0.231879,1600927994.0
0.230598,1600927994.25
0.230598,1600927994.5
0.231879,1600927994.75
0.230598,1600927995.0
0.229317,1600927995.25
0.226755,1600927995.5
0.228036,1600927995.75
0.229317,1600927996.0
0.234441,1600927996.25
0.234441,1600927996.5
0.237003,1600927996.75
0.23316,1600927997.0
0.234441,1600927997.25
0.235722,1600927997.5
0.235722,1600927997.75
0.235722,1600927998.0
0.235722,1600927998.25
0.234441,1600927998.5
0.234441,1600927998.75
0.231879,1600927999.0
0.229317,1600927999.25
0.230598,1600927999.5
0.229317,1600927999.75
0.231879,1600928000.0
0.230598,1600928000.25
0.229317,1600928000.5
0.230598,1600928000.75
0.229317,1600928001.0
0.229317,1600928001.25
0.231879,1600928001.5
0.231879,1600928001.75
0.234441,1600928002.0
0.234441,1600928002.25
0.23316,1600928002.5
0.234441,1600928002.75
0.23316,1600928003.0
0.231879,1600928003.25
0.234441,1600928003.5
0.234441,1600928003.75
0.23316,1600928004.0
0.235722,1600928004.25
0.235722,1600928004.5
0.235722,1600928004.75
0.23316,1600928005.0
0.231879,1600928005.25
0.231879,1600928005.5
0.231879,1600928005.75
0.230598,1600928006.0
0.230598,1600928006.25
0.231879,1600928006.5
0.231879,1600928006.75
0.230598,1600928007.0
0.231879,1600928007.25
0.23316,1600928007.5
0.23316,1600928007.75
0.235722,1600928008.0
0.237003,1600928008.25
0.235722,1600928008.5
0.237003,1600928008.75
0.239566,1600928009.0
0.239566,1600928009.25
0.240847,1600928009.5
0.240847,1600928009.75
0.240847,1600928010.0
0.240847,1600928010.25
0.238285,1600928010.5
0.239566,1600928010.75
0.239566,1600928011.0
0.240847,1600928011.25
0.240847,1600928011.5
0.243409,1600928011.75
0.242128,1600928012.0
0.242128,1600928012.25
0.243409,1600928012.5
0.242128,1600928012.75
0.24469,1600928013.0
0.24469,1600928013.25
0.245971,1600928013.5
0.251096,1600928013.75
0.254939,1600928014.0
0.25622,1600928014.25
0.254939,1600928014.5
0.253658,1600928014.75
0.253658,1600928015.0
0.253658,1600928015.25
0.252377,1600928015.5
0.252377,1600928015.75
0.253658,1600928016.0
0.254939,1600928016.25
0.254939,1600928016.5
0.25622,1600928016.75
0.254939,1600928017.0
0.25622,1600928017.25
0.254939,1600928017.5
0.25622,1600928017.75
0.254939,1600928018.0
0.257501,1600928018.25
0.258782,1600928018.5
0.260063,1600928018.75
0.25622,1600928019.0
0.258782,1600928019.25
0.258782,1600928019.5
0.258782,1600928019.75
0.260063,1600928020.0
0.261344,1600928020.25
0.262625,1600928020.5
0.262625,1600928020.75
0.263907,1600928021.0
0.261344,1600928021.25
0.261344,1600928021.5
0.262625,1600928021.75
0.261344,1600928022.0
0.261344,1600928022.25
0.261344,1600928022.5
0.262625,1600928022.75
0.260063,1600928023.0
0.261344,1600928023.25
0.261344,1600928023.5
0.263907,1600928023.75
0.261344,1600928024.0
0.262625,1600928024.25
0.262625,1600928024.5
0.263907,1600928024.75
0.262625,1600928025.0
0.262625,1600928025.25
0.263907,1600928025.5
0.263907,1600928025.75
0.265188,1600928026.0
0.263907,1600928026.25
0.262625,1600928026.5
0.262625,1600928026.75
0.265188,1600928027.0
0.263907,1600928027.25
0.263907,1600928027.5
0.263907,1600928027.75
0.265188,1600928028.0
0.266469,1600928028.25
0.266469,1600928028.5
0.26775,1600928028.75
0.269031,1600928029.0
0.269031,1600928029.25
0.26775,1600928029.5
0.265188,1600928029.75
0.265188,1600928030.0
0.26775,1600928030.25
0.266469,1600928030.5
0.265188,1600928030.75
0.263907,1600928031.0
0.265188,1600928031.25
0.263907,1600928031.5
0.263907,1600928031.75
0.263907,1600928032.0
0.265188,1600928032.25
0.263907,1600928032.5
0.265188,1600928032.75
0.265188,1600928033.0
0.263907,1600928033.25
0.263907,1600928033.5
0.265188,1600928033.75
0.265188,1600928034.0
0.263907,1600928034.25
0.263907,1600928034.5
0.262625,1600928034.75
0.265188,1600928035.0
0.263907,1600928035.25
0.265188,1600928035.5
0.26775,1600928035.75
0.26775,1600928036.0
0.26775,1600928036.25
0.266469,1600928036.5
0.26775,1600928036.75
0.263907,1600928037.0
0.265188,1600928037.25
0.263907,1600928037.5
0.265188,1600928037.75
0.265188,1600928038.0
0.263907,1600928038.25
0.265188,1600928038.5
0.26775,1600928038.75
0.265188,1600928039.0
0.269031,1600928039.25
0.26775,1600928039.5
0.270312,1600928039.75
0.271593,1600928040.0
0.271593,1600928040.25
0.274155,1600928040.5
0.274155,1600928040.75
0.275436,1600928041.0
0.275436,1600928041.25
0.275436,1600928041.5
0.272874,1600928041.75
0.271593,1600928042.0
0.271593,1600928042.25
0.272874,1600928042.5
0.274155,1600928042.75
0.272874,1600928043.0
0.271593,1600928043.25
0.275436,1600928043.5
0.277999,1600928043.75
0.277999,1600928044.0
0.276718,1600928044.25
0.277999,1600928044.5
0.277999,1600928044.75
0.280561,1600928045.0
0.280561,1600928045.25
0.280561,1600928045.5
0.281842,1600928045.75
0.27928,1600928046.0
0.281842,1600928046.25
0.27928,1600928046.5
0.281842,1600928046.75
0.27928,1600928047.0
0.280561,1600928047.25
0.277999,1600928047.5
0.281842,1600928047.75
0.283123,1600928048.0
0.280561,1600928048.25
0.281842,1600928048.5
0.283123,1600928048.75
0.283123,1600928049.0
0.284404,1600928049.25
0.285685,1600928049.5
0.283123,1600928049.75
0.281842,1600928050.0
0.280561,1600928050.25
0.280561,1600928050.5
0.280561,1600928050.75
0.280561,1600928051.0
0.280561,1600928051.25
0.280561,1600928051.5
0.281842,1600928051.75
0.280561,1600928052.0
0.285685,1600928052.25
0.285685,1600928052.5
0.289529,1600928052.75
0.288247,1600928053.0
0.29081,1600928053.25
0.29081,1600928053.5
0.292091,1600928053.75
0.292091,1600928054.0
0.292091,1600928054.25
0.292091,1600928054.5
0.292091,1600928054.75
0.289529,1600928055.0
0.289529,1600928055.25
0.288247,1600928055.5
0.286966,1600928055.75
0.289529,1600928056.0
0.289529,1600928056.25
0.286966,1600928056.5
0.288247,1600928056.75
0.289529,1600928057.0
0.292091,1600928057.25
