PPG GREEN,time
2234353.0,1600927960.001
2226000.0,1600927960.04
2219107.0,1600927960.081
2214273.0,1600927960.122
2211239.0,1600927960.161
2209333.0,1600927960.201
2207333.0,1600927960.242
2205173.0,1600927960.281
2208359.0,1600927960.322
2213210.0,1600927960.362
2221239.0,1600927960.401
2228366.0,1600927960.441
2234387.0,1600927960.483
2241990.0,1600927960.522
2250239.0,1600927960.562
2258851.0,1600927960.603
2266311.0,1600927960.642
2270647.0,1600927960.682
2272714.0,1600927960.724
2272796.0,1600927960.762
2266125.0,1600927960.802
2256015.0,1600927960.843
2248991.0,1600927960.882
2238913.0,1600927960.964
2243651.0,1600927960.923
2235730.0,1600927961.003
2234149.0,1600927961.043
2233660.0,1600927961.084
2232755.0,1600927961.124
2232808.0,1600927961.163
2233496.0,1600927961.204
2234922.0,1600927961.243
2237320.0,1600927961.283
2239938.0,1600927961.325
2242489.0,1600927961.363
2245409.0,1600927961.404
2248353.0,1600927961.445
2251392.0,1600927961.484
2254517.0,1600927961.524
2260154.0,1600927961.566
2264614.0,1600927961.605
2269051.0,1600927961.645
2273103.0,1600927961.686
2274523.0,1600927961.726
2270819.0,1600927961.765
2264628.0,1600927961.806
2261135.0,1600927961.846
2260241.0,1600927961.886
2259955.0,1600927961.927
2261383.0,1600927961.966
2266020.0,1600927962.047
2267980.0,1600927962.086
2270150.0,1600927962.127
2272880.0,1600927962.167
2276075.0,1600927962.206
2279386.0,1600927962.247
2283152.0,1600927962.288
2286925.0,1600927962.327
2290128.0,1600927962.367
2293241.0,1600927962.408
2296828.0,1600927962.447
2300054.0,1600927962.487
2303872.0,1600927962.529
2308281.0,1600927962.567
2313396.0,1600927962.607
2319514.0,1600927962.649
2324330.0,1600927962.688
2324077.0,1600927962.728
2318419.0,1600927962.769
2312560.0,1600927962.808
2308614.0,1600927962.848
2300177.0,1600927962.968
2299606.0,1600927963.009
2301508.0,1600927962.929
2299765.0,1600927963.048
2304654.0,1600927962.889
2300133.0,1600927963.089
2301044.0,1600927963.13
2302092.0,1600927963.169
2304119.0,1600927963.209
2263883.0,1600927962.006
2306177.0,1600927963.25
2308019.0,1600927963.289
2309654.0,1600927963.33
2310895.0,1600927963.37
2312295.0,1600927963.409
2313778.0,1600927963.449
