eda,time
0.070443,1660301736.0
0.075567,1660301736.25
0.06404,1660301736.5
0.062759,1660301736.75
0.06532,1660301737.0
0.06532,1660301737.25
0.06404,1660301737.5
0.061478,1660301737.75
0.061478,1660301738.0
0.06404,1660301738.25
0.06404,1660301738.5
0.06404,1660301738.75
0.061478,1660301739.0
0.062759,1660301739.25
0.061478,1660301739.5
0.062759,1660301739.75
0.06404,1660301740.0
0.06404,1660301740.25
0.061478,1660301740.5
0.060197,1660301740.75
0.06404,1660301741.0
0.062759,1660301741.25
0.06404,1660301741.5
0.062759,1660301741.75
0.061478,1660301742.0
0.060197,1660301742.25
0.06404,1660301742.5
0.06404,1660301742.75
0.062759,1660301743.0
0.061478,1660301743.25
0.061478,1660301743.5
0.06404,1660301743.75
0.06404,1660301744.0
0.062759,1660301744.25
0.061478,1660301744.5
0.061478,1660301744.75
0.062759,1660301745.0
0.06404,1660301745.25
0.06532,1660301745.5
0.06404,1660301745.75
0.062759,1660301746.0
0.061478,1660301746.25
0.06404,1660301746.5
0.062759,1660301746.75
0.06404,1660301747.0
0.061478,1660301747.25
0.061478,1660301747.5
0.062759,1660301747.75
0.06404,1660301748.0
0.06404,1660301748.25
0.061478,1660301748.5
0.061478,1660301748.75
0.061478,1660301749.0
0.06404,1660301749.25
0.062759,1660301749.5
0.06404,1660301749.75
0.061478,1660301750.0
0.060197,1660301750.25
0.06404,1660301750.5
0.062759,1660301750.75
0.062759,1660301751.0
0.061478,1660301751.25
0.060197,1660301751.5
0.062759,1660301751.75
0.06404,1660301752.0
0.06404,1660301752.25
0.060197,1660301752.5
0.060197,1660301752.75
0.060197,1660301753.0
0.06404,1660301753.25
0.062759,1660301753.5
0.062759,1660301753.75
0.060197,1660301754.0
0.060197,1660301754.25
0.062759,1660301754.5
0.062759,1660301754.75
0.061478,1660301755.0
0.060197,1660301755.25
0.060197,1660301755.5
0.061478,1660301755.75
0.062759,1660301756.0
0.062759,1660301756.25
0.060197,1660301756.5
0.061478,1660301756.75
0.058916,1660301757.0
0.061478,1660301757.25
0.061478,1660301757.5
0.061478,1660301757.75
0.058916,1660301758.0
0.057636,1660301758.25
0.061478,1660301758.5
0.062759,1660301758.75
0.061478,1660301759.0
