temp,time
34.47,1721467271.0
34.47,1721467271.25
34.47,1721467271.5
34.47,1721467271.75
34.47,1721467272.0
34.49,1721467272.25
34.49,1721467272.5
34.49,1721467272.75
34.49,1721467273.0
34.47,1721467273.25
34.47,1721467273.5
34.47,1721467273.75
34.47,1721467274.0
34.47,1721467274.25
34.47,1721467274.5
34.47,1721467274.75
34.47,1721467275.0
34.47,1721467275.25
34.47,1721467275.5
34.47,1721467275.75
34.47,1721467276.0
34.49,1721467276.25
34.49,1721467276.5
34.49,1721467276.75
34.49,1721467277.0
34.49,1721467277.25
34.49,1721467277.5
34.49,1721467277.75
34.49,1721467278.0
34.49,1721467278.25
34.49,1721467278.5
34.49,1721467278.75
34.49,1721467279.0
34.49,1721467279.25
34.49,1721467279.5
34.49,1721467279.75
34.49,1721467280.0
34.5,1721467280.25
34.5,1721467280.5
34.5,1721467280.75
34.5,1721467281.0
34.49,1721467281.25
34.49,1721467281.5
34.49,1721467281.75
34.49,1721467282.0
34.5,1721467282.25
34.5,1721467282.5
34.5,1721467282.75
34.5,1721467283.0
34.49,1721467283.25
34.49,1721467283.5
34.49,1721467283.75
34.49,1721467284.0
34.49,1721467284.25
34.49,1721467284.5
34.49,1721467284.75
34.49,1721467285.0
34.5,1721467285.25
34.5,1721467285.5
34.5,1721467285.75
34.5,1721467286.0
34.5,1721467286.25
34.5,1721467286.5
34.5,1721467286.75
34.5,1721467287.0
34.53,1721467287.25
34.53,1721467287.5
34.53,1721467287.75
34.53,1721467288.0
34.49,1721467288.25
34.49,1721467288.5
34.49,1721467288.75
34.49,1721467289.0
34.5,1721467289.25
34.5,1721467289.5
34.5,1721467289.75
34.5,1721467290.0
34.53,1721467290.25
34.53,1721467290.5
34.53,1721467290.75
34.53,1721467291.0
34.5,1721467291.25
34.5,1721467291.5
34.5,1721467291.75
34.5,1721467292.0
34.53,1721467292.25
34.53,1721467292.5
34.53,1721467292.75
34.53,1721467293.0
34.53,1721467293.25
34.53,1721467293.5
34.53,1721467293.75
34.53,1721467294.0
34.53,1721467294.25
34.53,1721467294.5
34.53,1721467294.75
34.53,1721467295.0
34.55,1721467295.25
34.55,1721467295.5
34.55,1721467295.75
34.55,1721467296.0
34.5,1721467296.25
34.5,1721467296.5
34.5,1721467296.75
34.5,1721467297.0
34.5,1721467297.25
34.5,1721467297.5
34.5,1721467297.75
34.5,1721467298.0
34.53,1721467298.25
34.53,1721467298.5
34.53,1721467298.75
34.53,1721467299.0
34.53,1721467299.25
34.53,1721467299.5
34.53,1721467299.75
34.53,1721467300.0
34.53,1721467300.25
34.53,1721467300.5
34.53,1721467300.75
34.53,1721467301.0
34.53,1721467301.25
34.53,1721467301.5
34.53,1721467301.75
34.53,1721467302.0
34.53,1721467302.25
34.53,1721467302.5
34.53,1721467302.75
34.53,1721467303.0
34.53,1721467303.25
34.53,1721467303.5
34.53,1721467303.75
34.53,1721467304.0
34.55,1721467304.25
34.55,1721467304.5
34.55,1721467304.75
34.55,1721467305.0
34.55,1721467305.25
34.55,1721467305.5
34.55,1721467305.75
34.55,1721467306.0
34.55,1721467306.25
34.55,1721467306.5
34.55,1721467306.75
34.55,1721467307.0
34.53,1721467307.25
34.53,1721467307.5
34.53,1721467307.75
34.53,1721467308.0
34.55,1721467308.25
34.55,1721467308.5
34.55,1721467308.75
34.55,1721467309.0
34.53,1721467309.25
34.53,1721467309.5
34.53,1721467309.75
34.53,1721467310.0
34.53,1721467310.25
34.53,1721467310.5
34.53,1721467310.75
34.53,1721467311.0
34.53,1721467311.25
34.53,1721467311.5
34.53,1721467311.75
34.53,1721467312.0
34.53,1721467312.25
34.53,1721467312.5
34.53,1721467312.75
34.53,1721467313.0
34.53,1721467313.25
34.53,1721467313.5
34.53,1721467313.75
34.53,1721467314.0
34.53,1721467314.25
34.53,1721467314.5
34.53,1721467314.75
34.53,1721467315.0
34.53,1721467315.25
34.53,1721467315.5
34.53,1721467315.75
34.53,1721467316.0
34.53,1721467316.25
34.53,1721467316.5
34.53,1721467316.75
34.53,1721467317.0
34.53,1721467317.25
34.53,1721467317.5
34.53,1721467317.75
34.53,1721467318.0
34.53,1721467318.25
34.53,1721467318.5
34.53,1721467318.75
34.53,1721467319.0
34.53,1721467319.25
34.53,1721467319.5
34.53,1721467319.75
34.53,1721467320.0
34.53,1721467320.25
34.53,1721467320.5
34.53,1721467320.75
34.53,1721467321.0
34.53,1721467321.25
34.53,1721467321.5
34.53,1721467321.75
34.53,1721467322.0
34.55,1721467322.25
34.55,1721467322.5
34.55,1721467322.75
34.55,1721467323.0
34.53,1721467323.25
34.53,1721467323.5
34.53,1721467323.75
34.53,1721467324.0
34.53,1721467324.25
34.53,1721467324.5
34.53,1721467324.75
34.53,1721467325.0
34.53,1721467325.25
34.53,1721467325.5
34.53,1721467325.75
34.53,1721467326.0
34.5,1721467326.25
34.5,1721467326.5
34.5,1721467326.75
34.5,1721467327.0
34.53,1721467327.25
34.53,1721467327.5
34.53,1721467327.75
34.53,1721467328.0
34.53,1721467328.25
34.53,1721467328.5
34.53,1721467328.75
34.53,1721467329.0
34.5,1721467329.25
34.5,1721467329.5
34.5,1721467329.75
34.5,1721467330.0
34.53,1721467330.25
34.53,1721467330.5
34.53,1721467330.75
34.53,1721467331.0
34.53,1721467331.25
34.53,1721467331.5
34.53,1721467331.75
34.53,1721467332.0
34.53,1721467332.25
34.53,1721467332.5
34.53,1721467332.75
34.53,1721467333.0
34.55,1721467333.25
34.55,1721467333.5
34.55,1721467333.75
34.55,1721467334.0
34.55,1721467334.25
34.55,1721467334.5
34.55,1721467334.75
34.55,1721467335.0
34.53,1721467335.25
34.53,1721467335.5
34.53,1721467335.75
34.53,1721467336.0
34.55,1721467336.25
34.55,1721467336.5
34.55,1721467336.75
34.55,1721467337.0
34.55,1721467337.25
34.55,1721467337.5
34.55,1721467337.75
34.55,1721467338.0
34.55,1721467338.25
34.55,1721467338.5
