PPG GREEN,time
2124031.0,1721467270.847
2125269.0,1721467270.887
2127164.0,1721467270.929
2128679.0,1721467270.967
2131162.0,1721467271.007
2133731.0,1721467271.048
2134519.0,1721467271.087
2132310.0,1721467271.128
2129753.0,1721467271.168
2129019.0,1721467271.207
2131964.0,1721467271.247
2138660.0,1721467271.288
2146273.0,1721467271.328
2154189.0,1721467271.367
2162199.0,1721467271.408
2169886.0,1721467271.447
2177166.0,1721467271.487
2185387.0,1721467271.529
2195771.0,1721467271.567
2205922.0,1721467271.607
2215732.0,1721467271.649
2223658.0,1721467271.688
2231911.0,1721467271.729
2239974.0,1721467271.769
2246946.0,1721467271.808
2251441.0,1721467271.848
2252533.0,1721467271.889
2249599.0,1721467271.929
2243199.0,1721467271.968
2237609.0,1721467272.009
2234146.0,1721467272.048
2232467.0,1721467272.088
2232545.0,1721467272.131
2232759.0,1721467272.169
2232423.0,1721467272.209
2231729.0,1721467272.25
2231344.0,1721467272.289
2231411.0,1721467272.33
2231111.0,1721467272.37
2230357.0,1721467272.409
2231348.0,1721467272.449
2231989.0,1721467272.49
2233464.0,1721467272.53
2238208.0,1721467272.569
2245779.0,1721467272.61
2253119.0,1721467272.649
2259769.0,1721467272.69
2266042.0,1721467272.732
2270249.0,1721467272.77
2271538.0,1721467272.81
2272302.0,1721467272.851
2273811.0,1721467272.89
2275407.0,1721467272.931
2277253.0,1721467272.971
2278979.0,1721467273.01
2279472.0,1721467273.05
2280816.0,1721467273.091
2281464.0,1721467273.131
2283057.0,1721467273.171
2284813.0,1721467273.212
2287742.0,1721467273.251
2291849.0,1721467273.291
2297425.0,1721467273.333
2302220.0,1721467273.371
2302907.0,1721467273.411
2302969.0,1721467273.452
2303316.0,1721467273.491
2302834.0,1721467273.532
2299765.0,1721467273.572
2294648.0,1721467273.611
2287188.0,1721467273.651
2276175.0,1721467273.692
2262263.0,1721467273.732
2252796.0,1721467273.772
2247638.0,1721467273.813
2243393.0,1721467273.852
2240335.0,1721467273.892
2240237.0,1721467273.934
2242357.0,1721467273.972
2248672.0,1721467274.012
2254449.0,1721467274.053
2255939.0,1721467274.092
2256177.0,1721467274.133
2257270.0,1721467274.173
2257324.0,1721467274.212
2259149.0,1721467274.294
2256886.0,1721467274.252
2263688.0,1721467274.373
2262289.0,1721467274.334
2263612.0,1721467274.414
2261293.0,1721467274.453
2258108.0,1721467274.535
2259281.0,1721467274.493
2257509.0,1721467274.573
2256960.0,1721467274.613
2256476.0,1721467274.654
2256227.0,1721467274.693
2254838.0,1721467274.734
2255277.0,1721467274.774
2257778.0,1721467274.813
2262423.0,1721467274.895
2260231.0,1721467274.853
2267430.0,1721467274.974
2264880.0,1721467274.934
2270707.0,1721467275.015
2274302.0,1721467275.054
2277674.0,1721467275.094
2279913.0,1721467275.136
2279767.0,1721467275.174
2278797.0,1721467275.214
2278138.0,1721467275.255
2278664.0,1721467275.294
2279982.0,1721467275.335
2282203.0,1721467275.375
2284744.0,1721467275.414
2287095.0,1721467275.454
2289041.0,1721467275.496
2290630.0,1721467275.535
2292776.0,1721467275.575
2295682.0,1721467275.616
2299135.0,1721467275.655
2302875.0,1721467275.695
2307444.0,1721467275.737
2312832.0,1721467275.775
2316891.0,1721467275.815
2318463.0,1721467275.856
2318923.0,1721467275.895
2319146.0,1721467275.937
2319893.0,1721467275.976
2321769.0,1721467276.015
2324194.0,1721467276.055
2326995.0,1721467276.097
2329574.0,1721467276.136
2331900.0,1721467276.176
2333997.0,1721467276.217
2336224.0,1721467276.256
2338443.0,1721467276.296
2340897.0,1721467276.338
2343769.0,1721467276.376
2346499.0,1721467276.416
2348996.0,1721467276.457
2349804.0,1721467276.496
2348041.0,1721467276.537
2346183.0,1721467276.578
2345070.0,1721467276.617
2345383.0,1721467276.657
2346618.0,1721467276.698
2348411.0,1721467276.738
2350924.0,1721467276.777
2352545.0,1721467276.811
2354354.0,1721467276.847
2356165.0,1721467276.887
2358135.0,1721467276.929
2360182.0,1721467276.967
2362406.0,1721467277.008
2365020.0,1721467277.049
2367434.0,1721467277.088
2369282.0,1721467277.129
2368517.0,1721467277.17
2365575.0,1721467277.209
2363225.0,1721467277.249
2362356.0,1721467277.29
2362823.0,1721467277.33
2364010.0,1721467277.369
2365639.0,1721467277.41
2367201.0,1721467277.449
2368223.0,1721467277.489
2369498.0,1721467277.531
2370737.0,1721467277.57
2371806.0,1721467277.61
2373799.0,1721467277.651
2375298.0,1721467277.69
2377269.0,1721467277.731
2379527.0,1721467277.771
2381608.0,1721467277.81
2382261.0,1721467277.85
2379976.0,1721467277.891
2376388.0,1721467277.931
2373714.0,1721467277.97
2372998.0,1721467278.008
2373424.0,1721467278.047
2374229.0,1721467278.088
2375432.0,1721467278.13
2376747.0,1721467278.168
2377825.0,1721467278.208
2378483.0,1721467278.25
2379510.0,1721467278.289
2381094.0,1721467278.33
2382499.0,1721467278.37
2383975.0,1721467278.407
2386182.0,1721467278.448
2387620.0,1721467278.489
2389581.0,1721467278.529
2391452.0,1721467278.559
2393326.0,1721467278.6
2393185.0,1721467278.64
2389909.0,1721467278.68
2385763.0,1721467278.721
2382461.0,1721467278.76
2380153.0,1721467278.8
2379845.0,1721467278.88
2379701.0,1721467278.841
2380786.0,1721467278.921
2381434.0,1721467278.961
2382039.0,1721467279.0
2382696.0,1721467279.04
2383230.0,1721467279.081
2384369.0,1721467279.121
2385652.0,1721467279.161
2386825.0,1721467279.202
2388230.0,1721467279.241
2389683.0,1721467279.275
2391783.0,1721467279.312
2393577.0,1721467279.348
2395106.0,1721467279.389
2397052.0,1721467279.43
2398396.0,1721467279.469
2397371.0,1721467279.51
2393761.0,1721467279.551
2390232.0,1721467279.59
2387901.0,1721467279.63
2387129.0,1721467279.671
2387294.0,1721467279.706
2388047.0,1721467279.745
2388710.0,1721467279.786
2389638.0,1721467279.825
2390052.0,1721467279.866
2390742.0,1721467279.907
2391277.0,1721467279.946
2392727.0,1721467279.986
2393869.0,1721467280.027
2395598.0,1721467280.066
2397138.0,1721467280.107
2398914.0,1721467280.147
2400648.0,1721467280.186
2402284.0,1721467280.226
2403877.0,1721467280.268
2405766.0,1721467280.307
2406393.0,1721467280.347
2404062.0,1721467280.389
2400034.0,1721467280.428
2396901.0,1721467280.469
2395377.0,1721467280.511
2394799.0,1721467280.549
2395613.0,1721467280.589
2396445.0,1721467280.631
2397380.0,1721467280.67
2397949.0,1721467280.711
2398480.0,1721467280.751
2399220.0,1721467280.79
2399954.0,1721467280.831
2401516.0,1721467280.872
2402774.0,1721467280.91
2404498.0,1721467280.949
2406269.0,1721467280.991
2407898.0,1721467281.032
2409762.0,1721467281.072
2411226.0,1721467281.114
2413059.0,1721467281.152
2412681.0,1721467281.192
2409225.0,1721467281.233
2405287.0,1721467281.272
2402662.0,1721467281.313
2401720.0,1721467281.354
2401477.0,1721467281.393
2402609.0,1721467281.433
2403432.0,1721467281.474
2404035.0,1721467281.513
2404726.0,1721467281.553
2405703.0,1721467281.594
2406605.0,1721467281.633
2407541.0,1721467281.673
2408730.0,1721467281.715
2410161.0,1721467281.754
2411342.0,1721467281.794
2413069.0,1721467281.832
2414584.0,1721467281.871
2416298.0,1721467281.91
2418214.0,1721467281.949
2418346.0,1721467281.988
2415160.0,1721467282.027
2410328.0,1721467282.066
2406900.0,1721467282.105
2404711.0,1721467282.144
2403669.0,1721467282.183
2402806.0,1721467282.222
2402866.0,1721467282.261
2403174.0,1721467282.3
2403486.0,1721467282.339
2403850.0,1721467282.378
2404391.0,1721467282.417
2404837.0,1721467282.456
2406166.0,1721467282.495
2407444.0,1721467282.534
2408942.0,1721467282.573
2410354.0,1721467282.612
2412056.0,1721467282.651
2413411.0,1721467282.69
2412617.0,1721467282.768
2408165.0,1721467282.807
2403763.0,1721467282.846
2414741.0,1721467282.729
2400521.0,1721467282.885
2399209.0,1721467282.924
2398763.0,1721467282.963
2399152.0,1721467283.002
2399158.0,1721467283.041
2399495.0,1721467283.08
2399863.0,1721467283.119
2399903.0,1721467283.158
2400224.0,1721467283.197
2401012.0,1721467283.236
2401685.0,1721467283.275
2402656.0,1721467283.314
2404195.0,1721467283.353
2405621.0,1721467283.392
2406361.0,1721467283.431
2394425.0,1721467283.548
2390877.0,1721467283.587
2388911.0,1721467283.626
2388343.0,1721467283.665
2399629.0,1721467283.509
2404325.0,1721467283.47
2388583.0,1721467283.704
2388576.0,1721467283.743
2388878.0,1721467283.782
2388891.0,1721467283.821
2389075.0,1721467283.86
2389507.0,1721467283.899
2389982.0,1721467283.938
2386490.0,1721467284.211
2380618.0,1721467284.25
2376250.0,1721467284.289
2373478.0,1721467284.328
2395527.0,1721467284.133
2372266.0,1721467284.367
2372247.0,1721467284.406
2371962.0,1721467284.445
2393406.0,1721467284.055
2394804.0,1721467284.094
2392329.0,1721467284.016
2391177.0,1721467283.977
2392449.0,1721467284.172
2371538.0,1721467284.484
2371080.0,1721467284.562
2371454.0,1721467284.64
2371107.0,1721467284.601
2371484.0,1721467284.523
2372192.0,1721467284.679
2373091.0,1721467284.718
2374011.0,1721467284.757
2375430.0,1721467284.796
2376456.0,1721467284.835
2374248.0,1721467284.874
2368039.0,1721467284.913
2361215.0,1721467284.952
2356033.0,1721467284.991
2352682.0,1721467285.03
2351141.0,1721467285.069
2350530.0,1721467285.108
2350021.0,1721467285.147
2349590.0,1721467285.186
2349351.0,1721467285.225
2348712.0,1721467285.264
2348910.0,1721467285.303
2349140.0,1721467285.342
2349803.0,1721467285.381
2350778.0,1721467285.42
2351907.0,1721467285.459
2353448.0,1721467285.498
2354858.0,1721467285.537
2356150.0,1721467285.576
2355773.0,1721467285.615
2350743.0,1721467285.654
2343382.0,1721467285.693
2337370.0,1721467285.732
2333332.0,1721467285.771
2330583.0,1721467285.81
2329741.0,1721467285.849
2329266.0,1721467285.888
2328872.0,1721467285.927
2328064.0,1721467285.966
2327844.0,1721467286.005
2327396.0,1721467286.044
2327362.0,1721467286.084
2327715.0,1721467286.124
2328492.0,1721467286.164
2329512.0,1721467286.204
2330711.0,1721467286.244
2331699.0,1721467286.284
2333253.0,1721467286.324
2334412.0,1721467286.364
2333208.0,1721467286.404
2327541.0,1721467286.444
2320286.0,1721467286.484
2315267.0,1721467286.524
2311686.0,1721467286.564
2310203.0,1721467286.604
2309802.0,1721467286.644
2309644.0,1721467286.684
2309433.0,1721467286.724
2309343.0,1721467286.764
2309080.0,1721467286.804
2309048.0,1721467286.844
2309975.0,1721467286.884
2310925.0,1721467286.924
2312476.0,1721467286.964
2314263.0,1721467287.004
2315848.0,1721467287.044
2317699.0,1721467287.084
2319746.0,1721467287.124
2321355.0,1721467287.164
2321355.0,1721467287.204
2319389.0,1721467287.244
2312954.0,1721467287.284
2306201.0,1721467287.324
2300728.0,1721467287.364
2297336.0,1721467287.404
2295517.0,1721467287.444
2295314.0,1721467287.484
2295213.0,1721467287.524
2295014.0,1721467287.564
2294986.0,1721467287.604
2294764.0,1721467287.644
2294905.0,1721467287.684
2295840.0,1721467287.724
2296622.0,1721467287.764
2298000.0,1721467287.804
2299572.0,1721467287.844
2302091.0,1721467287.884
2304356.0,1721467287.924
2306948.0,1721467287.964
2309449.0,1721467288.004
2312069.0,1721467288.044
2312612.0,1721467288.084
2308567.0,1721467288.124
2302508.0,1721467288.164
2297826.0,1721467288.204
2295044.0,1721467288.244
2293544.0,1721467288.284
2294116.0,1721467288.324
2295267.0,1721467288.364
2296107.0,1721467288.404
2296981.0,1721467288.444
2297891.0,1721467288.484
2298906.0,1721467288.524
2299783.0,1721467288.564
2301645.0,1721467288.604
2303416.0,1721467288.644
2305354.0,1721467288.684
2310084.0,1721467288.764
2307758.0,1721467288.724
2312697.0,1721467288.804
2315114.0,1721467288.844
2317557.0,1721467288.884
