temp,time
33.18,1769236104.5
33.18,1769236104.75
33.18,1769236105.0
33.18,1769236105.25
33.18,1769236105.5
33.18,1769236105.75
33.18,1769236106.0
33.18,1769236106.25
33.18,1769236106.5
33.18,1769236106.75
33.18,1769236107.0
33.16,1769236107.25
33.16,1769236107.5
33.16,1769236107.75
33.16,1769236108.0
33.16,1769236108.25
33.16,1769236108.5
33.16,1769236108.75
33.16,1769236109.0
33.18,1769236109.25
33.18,1769236109.5
33.18,1769236109.75
33.18,1769236110.0
33.15,1769236110.25
33.15,1769236110.5
33.15,1769236110.75
33.15,1769236111.0
33.15,1769236111.25
33.15,1769236111.5
33.15,1769236111.75
33.15,1769236112.0
33.16,1769236112.25
33.16,1769236112.5
33.16,1769236112.75
33.16,1769236113.0
33.15,1769236113.25
33.15,1769236113.5
33.15,1769236113.75
33.15,1769236114.0
33.15,1769236114.25
33.15,1769236114.5
33.15,1769236114.75
33.15,1769236115.0
33.15,1769236115.25
33.15,1769236115.5
33.15,1769236115.75
33.15,1769236116.0
33.15,1769236116.25
33.15,1769236116.5
33.15,1769236116.75
33.15,1769236117.0
33.16,1769236117.25
33.16,1769236117.5
33.16,1769236117.75
33.16,1769236118.0
33.13,1769236118.25
33.13,1769236118.5
33.13,1769236118.75
33.13,1769236119.0
33.13,1769236119.25
33.13,1769236119.5
33.13,1769236119.75
33.13,1769236120.0
33.13,1769236120.25
33.13,1769236120.5
33.13,1769236120.75
33.13,1769236121.0
33.13,1769236121.25
33.13,1769236121.5
33.13,1769236121.75
33.13,1769236122.0
33.13,1769236122.25
33.13,1769236122.5
33.13,1769236122.75
33.13,1769236123.0
33.13,1769236123.25
33.13,1769236123.5
33.13,1769236123.75
33.13,1769236124.0
33.15,1769236124.25
33.15,1769236124.5
33.15,1769236124.75
33.15,1769236125.0
33.13,1769236125.25
33.13,1769236125.5
33.13,1769236125.75
33.13,1769236126.0
33.13,1769236126.25
33.13,1769236126.5
33.13,1769236126.75
33.13,1769236127.0
33.13,1769236127.25
33.13,1769236127.5
33.13,1769236127.75
33.13,1769236128.0
33.15,1769236128.25
33.15,1769236128.5
33.15,1769236128.75
33.15,1769236129.0
33.13,1769236129.25
33.13,1769236129.5
33.13,1769236129.75
33.13,1769236130.0
33.13,1769236130.25
33.13,1769236130.5
33.13,1769236130.75
33.13,1769236131.0
33.11,1769236131.25
33.11,1769236131.5
33.11,1769236131.75
33.11,1769236132.0
33.13,1769236132.25
33.13,1769236132.5
33.13,1769236132.75
33.13,1769236133.0
33.15,1769236133.25
33.15,1769236133.5
33.15,1769236133.75
33.15,1769236134.0
33.13,1769236134.25
33.13,1769236134.5
33.13,1769236134.75
33.13,1769236135.0
33.13,1769236135.25
33.13,1769236135.5
33.13,1769236135.75
33.13,1769236136.0
33.13,1769236136.25
33.13,1769236136.5
33.13,1769236136.75
33.13,1769236137.0
33.11,1769236137.25
33.11,1769236137.5
33.11,1769236137.75
33.11,1769236138.0
33.13,1769236138.25
33.13,1769236138.5
33.13,1769236138.75
33.13,1769236139.0
33.13,1769236139.25
33.13,1769236139.5
33.13,1769236139.75
33.13,1769236140.0
33.13,1769236140.25
33.13,1769236140.5
33.13,1769236140.75
33.13,1769236141.0
33.13,1769236141.25
33.13,1769236141.5
33.13,1769236141.75
33.13,1769236142.0
33.13,1769236142.25
33.13,1769236142.5
33.13,1769236142.75
33.13,1769236143.0
33.11,1769236143.25
33.11,1769236143.5
33.11,1769236143.75
33.11,1769236144.0
33.11,1769236144.25
33.11,1769236144.5
33.11,1769236144.75
33.11,1769236145.0
33.13,1769236145.25
33.13,1769236145.5
33.13,1769236145.75
33.13,1769236146.0
33.13,1769236146.25
33.13,1769236146.5
33.13,1769236146.75
33.13,1769236147.0
33.13,1769236147.25
33.13,1769236147.5
33.13,1769236147.75
33.13,1769236148.0
33.09,1769236148.25
33.09,1769236148.5
33.09,1769236148.75
33.09,1769236149.0
33.11,1769236149.25
33.11,1769236149.5
33.11,1769236149.75
33.11,1769236150.0
33.11,1769236150.25
33.11,1769236150.5
33.11,1769236150.75
33.11,1769236151.0
33.11,1769236151.25
33.11,1769236151.5
33.11,1769236151.75
33.11,1769236152.0
33.11,1769236152.25
33.11,1769236152.5
33.11,1769236152.75
33.11,1769236153.0
33.09,1769236153.25
33.09,1769236153.5
33.09,1769236153.75
33.09,1769236154.0
33.09,1769236154.25
33.09,1769236154.5
33.09,1769236154.75
33.09,1769236155.0
33.09,1769236155.25
33.09,1769236155.5
33.09,1769236155.75
33.09,1769236156.0
33.11,1769236156.25
33.11,1769236156.5
33.11,1769236156.75
33.11,1769236157.0
33.09,1769236157.25
33.09,1769236157.5
33.09,1769236157.75
33.09,1769236158.0
33.09,1769236158.25
33.09,1769236158.5
33.09,1769236158.75
33.09,1769236159.0
33.09,1769236159.25
33.09,1769236159.5
33.09,1769236159.75
33.09,1769236160.0
33.09,1769236160.25
33.09,1769236160.5
33.09,1769236160.75
33.09,1769236161.0
33.11,1769236161.25
33.11,1769236161.5
33.11,1769236161.75
33.11,1769236162.0
33.09,1769236162.25
33.09,1769236162.5
33.09,1769236162.75
33.09,1769236163.0
33.09,1769236163.25
33.09,1769236163.5
33.09,1769236163.75
33.09,1769236164.0
33.05,1769236164.25
33.05,1769236164.5
33.05,1769236164.75
33.05,1769236165.0
33.07,1769236165.25
33.07,1769236165.5
33.07,1769236165.75
33.07,1769236166.0
33.07,1769236166.25
33.07,1769236166.5
33.07,1769236166.75
33.07,1769236167.0
33.05,1769236167.25
33.05,1769236167.5
33.05,1769236167.75
33.05,1769236168.0
33.07,1769236168.25
33.07,1769236168.5
33.07,1769236168.75
33.07,1769236169.0
33.07,1769236169.25
33.07,1769236169.5
33.07,1769236169.75
33.07,1769236170.0
33.07,1769236170.25
33.07,1769236170.5
33.07,1769236170.75
33.07,1769236171.0
33.05,1769236171.25
33.05,1769236171.5
33.05,1769236171.75
33.05,1769236172.0
33.07,1769236172.25
33.07,1769236172.5
33.07,1769236172.75
33.07,1769236173.0
