bvp,time
-8.42,1660301143.203125
-10.72,1660301143.21875
-12.88,1660301143.234375
-14.98,1660301143.25
-16.82,1660301143.265625
-18.06,1660301143.28125
-18.65,1660301143.296875
-19.07,1660301143.3125
-20.13,1660301143.328125
-22.5,1660301143.34375
-26.29,1660301143.359375
-30.93,1660301143.375
-35.58,1660301143.390625
-39.64,1660301143.40625
-43.21,1660301143.421875
-46.84,1660301143.4375
-51.24,1660301143.453125
-56.84,1660301143.46875
-63.63,1660301143.484375
-71.5,1660301143.5
-80.51,1660301143.515625
-91.06,1660301143.53125
-103.61,1660301143.546875
-118.27,1660301143.5625
-134.54,1660301143.578125
-151.39,1660301143.59375
-167.77,1660301143.609375
-182.99,1660301143.625
-197.16,1660301143.640625
-210.95,1660301143.65625
-225.31,1660301143.671875
-241.06,1660301143.6875
-258.91,1660301143.703125
-279.62,1660301143.71875
-303.97,1660301143.734375
-332.33,1660301143.75
-363.85,1660301143.765625
-395.84,1660301143.78125
-423.87,1660301143.796875
-443.05,1660301143.8125
-449.77,1660301143.828125
-443.21,1660301143.84375
-425.61,1660301143.859375
-401.31,1660301143.875
-375.03,1660301143.890625
-350.17,1660301143.90625
-328.28,1660301143.921875
-309.42,1660301143.9375
-293.08,1660301143.953125
-278.9,1660301143.96875
-266.71,1660301143.984375
-256.16,1660301144.0
-246.37,1660301144.015625
-236.0,1660301144.03125
-223.8,1660301144.046875
-209.32,1660301144.0625
-193.06,1660301144.078125
-176.17,1660301144.09375
-159.75,1660301144.109375
-144.05,1660301144.125
-128.2,1660301144.140625
-110.49,1660301144.15625
-89.26,1660301144.171875
-63.71,1660301144.1875
-34.52,1660301144.203125
-3.51,1660301144.21875
27.09,1660301144.234375
55.82,1660301144.25
82.81,1660301144.265625
109.68,1660301144.28125
138.82,1660301144.296875
172.03,1660301144.3125
209.42,1660301144.328125
249.09,1660301144.34375
287.84,1660301144.359375
322.43,1660301144.375
351.12,1660301144.390625
374.33,1660301144.40625
394.48,1660301144.421875
415.29,1660301144.4375
440.58,1660301144.453125
473.3,1660301144.46875
514.4,1660301144.484375
561.83,1660301144.5
609.71,1660301144.515625
648.55,1660301144.53125
667.03,1660301144.546875
655.7,1660301144.5625
611.05,1660301144.578125
537.92,1660301144.59375
448.82,1660301144.609375
359.7,1660301144.625
284.14,1660301144.640625
228.85,1660301144.65625
192.45,1660301144.671875
168.02,1660301144.6875
147.51,1660301144.703125
125.55,1660301144.71875
100.6,1660301144.734375
73.79,1660301144.75
46.5,1660301144.765625
18.97,1660301144.78125
-9.54,1660301144.796875
-39.33,1660301144.8125
-68.97,1660301144.828125
-95.0,1660301144.84375
-113.27,1660301144.859375
-120.84,1660301144.875
-117.33,1660301144.890625
-105.17,1660301144.90625
-88.56,1660301144.921875
-71.67,1660301144.9375
-56.98,1660301144.953125
-44.54,1660301144.96875
-32.24,1660301144.984375
-16.85,1660301145.0
4.48,1660301145.015625
33.15,1660301145.03125
68.28,1660301145.046875
106.61,1660301145.0625
143.28,1660301145.078125
173.02,1660301145.09375
191.75,1660301145.109375
197.86,1660301145.125
192.65,1660301145.140625
179.66,1660301145.15625
163.35,1660301145.171875
147.47,1660301145.1875
134.07,1660301145.203125
123.44,1660301145.21875
114.76,1660301145.234375
106.94,1660301145.25
