Samsung HR Raw Sensor,time
2.982969e-39,1649753447.0
2.993647e-39,1649753447.0
2.994026e-39,1649753447.0
2.995368e-39,1649753447.0
2.995368e-39,1649753447.0
2.995368e-39,1649753447.0
2.9863860000000004e-39,1649753447.0
2.985367e-39,1649753447.0
2.9888770000000005e-39,1649753448.0
2.9888770000000005e-39,1649753448.0
2.9888770000000005e-39,1649753448.0
2.9903390000000005e-39,1649753448.0
2.9903390000000005e-39,1649753448.0
2.9903390000000005e-39,1649753448.0
2.9910090000000004e-39,1649753448.0
2.992184e-39,1649753448.0
2.992184e-39,1649753448.0
2.993361e-39,1649753448.0
2.993361e-39,1649753448.0
2.993361e-39,1649753448.0
2.993361e-39,1649753448.0
2.993361e-39,1649753448.0
2.9947980000000005e-39,1649753448.0
2.9947980000000005e-39,1649753448.0
2.9947980000000005e-39,1649753448.0
2.9947980000000005e-39,1649753448.0
2.9917390000000003e-39,1649753448.0
2.981768e-39,1649753448.0
2.9805110000000005e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.979204e-39,1649753448.0
2.980021e-39,1649753448.0
2.980021e-39,1649753448.0
2.979204e-39,1649753448.0
2.979204e-39,1649753448.0
2.979204e-39,1649753448.0
2.987916e-39,1649753449.0
2.988144e-39,1649753449.0
2.9839710000000005e-39,1649753449.0
2.9886540000000005e-39,1649753449.0
2.989788e-39,1649753449.0
2.989967e-39,1649753449.0
2.989788e-39,1649753449.0
2.9849030000000005e-39,1649753449.0
2.9849030000000005e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9809120000000003e-39,1649753449.0
2.9741399999999996e-39,1649753450.0
2.974242e-39,1649753450.0
2.9809120000000003e-39,1649753449.0
2.979472e-39,1649753450.0
2.975468e-39,1649753450.0
2.979472e-39,1649753450.0
2.9744630000000004e-39,1649753450.0
2.979472e-39,1649753450.0
2.979472e-39,1649753450.0
2.979472e-39,1649753450.0
2.979472e-39,1649753450.0
2.979472e-39,1649753450.0
2.9856320000000003e-39,1649753450.0
2.9856320000000003e-39,1649753450.0
2.979627e-39,1649753450.0
2.979627e-39,1649753450.0
2.979627e-39,1649753450.0
2.97758e-39,1649753450.0
2.976047e-39,1649753450.0
2.976047e-39,1649753450.0
2.976047e-39,1649753450.0
2.9752160000000004e-39,1649753450.0
2.974103e-39,1649753451.0
2.974103e-39,1649753451.0
2.973515e-39,1649753451.0
2.973041e-39,1649753451.0
2.973515e-39,1649753451.0
2.973041e-39,1649753451.0
2.973041e-39,1649753451.0
2.971708e-39,1649753451.0
2.971708e-39,1649753451.0
2.970908e-39,1649753451.0
2.970662e-39,1649753451.0
2.970662e-39,1649753451.0
2.970331e-39,1649753451.0
2.970331e-39,1649753451.0
2.970331e-39,1649753451.0
2.9704740000000004e-39,1649753451.0
2.9704740000000004e-39,1649753451.0
2.9704740000000004e-39,1649753451.0
2.9704740000000004e-39,1649753451.0
2.9712050000000005e-39,1649753451.0
2.9712050000000005e-39,1649753451.0
2.971484e-39,1649753451.0
2.9720299999999996e-39,1649753451.0
2.9720299999999996e-39,1649753451.0
2.973274e-39,1649753451.0
2.973274e-39,1649753451.0
2.973274e-39,1649753451.0
2.9735390000000005e-39,1649753451.0
2.9735390000000005e-39,1649753451.0
2.973274e-39,1649753451.0
2.975751e-39,1649753451.0
2.975751e-39,1649753451.0
2.9735390000000005e-39,1649753451.0
2.975751e-39,1649753451.0
2.975751e-39,1649753451.0
2.9786170000000005e-39,1649753451.0
2.975751e-39,1649753451.0
2.9786170000000005e-39,1649753451.0
2.97815e-39,1649753451.0
2.97815e-39,1649753451.0
2.97815e-39,1649753451.0
2.97913e-39,1649753451.0
2.97913e-39,1649753451.0
2.97913e-39,1649753451.0
2.9797640000000004e-39,1649753451.0
2.980605e-39,1649753451.0
2.980605e-39,1649753451.0
2.9814210000000005e-39,1649753451.0
2.9814210000000005e-39,1649753451.0
2.9814210000000005e-39,1649753451.0
2.979797e-39,1649753451.0
2.979797e-39,1649753451.0
2.979797e-39,1649753451.0
2.979797e-39,1649753451.0
2.97526e-39,1649753451.0
2.97526e-39,1649753451.0
2.9708899999999996e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.967846e-39,1649753451.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9571110000000003e-39,1649753452.0
2.9670699999999994e-39,1649753452.0
2.962411e-39,1649753452.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9506460000000003e-39,1649753454.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.9424890000000004e-39,1649753455.0
2.947502e-39,1649753456.0
2.9256020000000002e-39,1649753456.0
2.9256020000000002e-39,1649753456.0
2.9256020000000002e-39,1649753456.0
2.9251599999999997e-39,1649753456.0
2.9253820000000002e-39,1649753456.0
2.9253820000000002e-39,1649753456.0
2.9253820000000002e-39,1649753456.0
2.9264890000000002e-39,1649753456.0
2.9264890000000002e-39,1649753456.0
2.9264890000000002e-39,1649753456.0
2.92672e-39,1649753456.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9268e-39,1649753457.0
2.9272799999999996e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.9337680000000003e-39,1649753457.0
2.939886e-39,1649753457.0
2.939886e-39,1649753457.0
2.939886e-39,1649753457.0
2.939886e-39,1649753457.0
2.9335599999999997e-39,1649753457.0
2.9335599999999997e-39,1649753457.0
2.9335599999999997e-39,1649753457.0
2.9335599999999997e-39,1649753457.0
2.924982e-39,1649753457.0
2.924982e-39,1649753457.0
2.9204e-39,1649753457.0
2.9204e-39,1649753457.0
2.924982e-39,1649753457.0
2.9197130000000004e-39,1649753457.0
2.9197130000000004e-39,1649753457.0
2.9197130000000004e-39,1649753457.0
2.9197130000000004e-39,1649753457.0
2.9197130000000004e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.920642e-39,1649753457.0
2.920642e-39,1649753457.0
2.920642e-39,1649753457.0
2.920642e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.9212070000000003e-39,1649753457.0
2.9212070000000003e-39,1649753457.0
2.9212070000000003e-39,1649753457.0
2.9212070000000003e-39,1649753457.0
2.9212070000000003e-39,1649753457.0
2.9196820000000003e-39,1649753457.0
2.922182e-39,1649753458.0
2.922182e-39,1649753458.0
2.922182e-39,1649753458.0
2.922182e-39,1649753458.0
2.922182e-39,1649753458.0
2.9231999999999998e-39,1649753458.0
2.9231999999999998e-39,1649753458.0
2.9231999999999998e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9231999999999998e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9250140000000003e-39,1649753458.0
2.9250140000000003e-39,1649753458.0
2.9250140000000003e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.920642e-39,1649753457.0
2.9260610000000002e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.9231999999999998e-39,1649753458.0
2.9250140000000003e-39,1649753458.0
2.9243210000000003e-39,1649753458.0
2.9250140000000003e-39,1649753458.0
2.9260610000000002e-39,1649753458.0
2.9273070000000003e-39,1649753458.0
2.9273070000000003e-39,1649753458.0
2.9273070000000003e-39,1649753458.0
2.928885e-39,1649753458.0
2.928885e-39,1649753458.0
2.928885e-39,1649753458.0
2.928885e-39,1649753458.0
2.9298199999999997e-39,1649753458.0
2.9298199999999997e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.9315860000000002e-39,1649753458.0
2.932517e-39,1649753458.0
2.932517e-39,1649753458.0
2.932517e-39,1649753458.0
2.928885e-39,1649753458.0
2.932517e-39,1649753458.0
2.932517e-39,1649753458.0
2.934112e-39,1649753458.0
2.934112e-39,1649753458.0
2.934112e-39,1649753458.0
2.934112e-39,1649753458.0
2.934112e-39,1649753458.0
2.934112e-39,1649753458.0
2.9357e-39,1649753458.0
2.9357e-39,1649753458.0
2.928885e-39,1649753458.0
2.9357e-39,1649753458.0
2.9357e-39,1649753458.0
2.9357e-39,1649753458.0
2.9357e-39,1649753458.0
2.934608e-39,1649753458.0
2.934608e-39,1649753458.0
2.934608e-39,1649753458.0
2.934608e-39,1649753458.0
2.934608e-39,1649753458.0
2.934608e-39,1649753458.0
2.928963e-39,1649753458.0
2.928963e-39,1649753458.0
2.928963e-39,1649753458.0
2.928963e-39,1649753458.0
2.928963e-39,1649753458.0
2.9230860000000003e-39,1649753458.0
2.9230860000000003e-39,1649753458.0
2.9230860000000003e-39,1649753458.0
2.9230860000000003e-39,1649753458.0
2.932517e-39,1649753458.0
2.9357e-39,1649753458.0
2.928963e-39,1649753458.0
2.9230860000000003e-39,1649753458.0
2.9198020000000003e-39,1649753458.0
2.9198020000000003e-39,1649753458.0
2.9198020000000003e-39,1649753458.0
2.9198020000000003e-39,1649753458.0
2.916635e-39,1649753458.0
2.916635e-39,1649753458.0
2.9198020000000003e-39,1649753458.0
2.916635e-39,1649753458.0
2.916635e-39,1649753458.0
2.916635e-39,1649753458.0
2.916635e-39,1649753458.0
2.9144950000000002e-39,1649753458.0
2.9144950000000002e-39,1649753458.0
2.9125399999999997e-39,1649753458.0
2.9125399999999997e-39,1649753458.0
2.9125399999999997e-39,1649753458.0
2.9125399999999997e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9098480000000004e-39,1649753458.0
2.9098480000000004e-39,1649753458.0
2.9114799999999996e-39,1649753458.0
2.9098480000000004e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9098480000000004e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9085099999999997e-39,1649753458.0
2.9074080000000002e-39,1649753458.0
2.9070099999999996e-39,1649753458.0
2.9070099999999996e-39,1649753458.0
2.9070099999999996e-39,1649753458.0
2.9070099999999996e-39,1649753458.0
2.9070099999999996e-39,1649753458.0
2.9078640000000003e-39,1649753458.0
2.9078640000000003e-39,1649753458.0
2.9078640000000003e-39,1649753458.0
2.9078640000000003e-39,1649753458.0
2.9078640000000003e-39,1649753458.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.908022e-39,1649753459.0
2.9070099999999996e-39,1649753458.0
2.909267e-39,1649753459.0
2.909267e-39,1649753459.0
2.909267e-39,1649753459.0
2.909267e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.909942e-39,1649753459.0
2.9070099999999996e-39,1649753458.0
2.909942e-39,1649753459.0
2.910781e-39,1649753459.0
2.910781e-39,1649753459.0
2.910781e-39,1649753459.0
2.910781e-39,1649753459.0
2.910781e-39,1649753459.0
2.912052e-39,1649753459.0
2.912052e-39,1649753459.0
2.910781e-39,1649753459.0
2.912052e-39,1649753459.0
2.912634e-39,1649753459.0
2.912634e-39,1649753459.0
2.912634e-39,1649753459.0
2.912634e-39,1649753459.0
2.9154060000000003e-39,1649753459.0
2.9154060000000003e-39,1649753459.0
2.9154060000000003e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9163820000000002e-39,1649753459.0
2.9182730000000003e-39,1649753459.0
2.9182730000000003e-39,1649753459.0
2.9182730000000003e-39,1649753459.0
2.9182730000000003e-39,1649753459.0
2.9195440000000002e-39,1649753459.0
2.9195440000000002e-39,1649753459.0
2.9209210000000004e-39,1649753459.0
2.9209210000000004e-39,1649753459.0
2.9209210000000004e-39,1649753459.0
2.9224710000000003e-39,1649753459.0
2.9224710000000003e-39,1649753459.0
2.9224710000000003e-39,1649753459.0
2.9224710000000003e-39,1649753459.0
2.923785e-39,1649753459.0
2.923785e-39,1649753459.0
2.923785e-39,1649753459.0
2.923785e-39,1649753459.0
2.9254380000000002e-39,1649753459.0
2.9254380000000002e-39,1649753459.0
2.9267660000000003e-39,1649753459.0
2.927715e-39,1649753459.0
2.927715e-39,1649753459.0
2.927715e-39,1649753459.0
2.9267660000000003e-39,1649753459.0
2.9267660000000003e-39,1649753459.0
2.927715e-39,1649753459.0
2.9253930000000002e-39,1649753459.0
2.9253930000000002e-39,1649753459.0
2.9253930000000002e-39,1649753459.0
2.9253930000000002e-39,1649753459.0
2.9253930000000002e-39,1649753459.0
2.921276e-39,1649753459.0
2.921276e-39,1649753459.0
2.921276e-39,1649753459.0
2.9184770000000002e-39,1649753459.0
2.9184770000000002e-39,1649753459.0
2.9184770000000002e-39,1649753459.0
2.9184770000000002e-39,1649753459.0
2.9184770000000002e-39,1649753459.0
2.9159580000000003e-39,1649753459.0
2.9159580000000003e-39,1649753459.0
2.9159580000000003e-39,1649753459.0
