eda,time
0.289407,1767084709.0
0.340629,1767084709.25
0.311176,1767084709.5
0.304773,1767084709.75
0.303493,1767084710.0
0.29837,1767084710.25
0.295809,1767084710.5
0.294529,1767084710.75
0.294529,1767084711.0
0.295809,1767084711.25
0.295809,1767084711.5
0.295809,1767084711.75
0.295809,1767084712.0
0.295809,1767084712.25
0.294529,1767084712.5
0.290687,1767084712.75
0.291968,1767084713.0
0.289407,1767084713.25
0.288126,1767084713.5
0.293248,1767084713.75
0.291968,1767084714.0
0.291968,1767084714.25
0.291968,1767084714.5
0.290687,1767084714.75
0.288126,1767084715.0
0.288126,1767084715.25
0.288126,1767084715.5
0.289407,1767084715.75
0.290687,1767084716.0
0.291968,1767084716.25
0.290687,1767084716.5
0.290687,1767084716.75
0.286845,1767084717.0
0.286845,1767084717.25
0.286845,1767084717.5
0.286845,1767084717.75
0.288126,1767084718.0
0.290687,1767084718.25
0.290687,1767084718.5
0.289407,1767084718.75
0.289407,1767084719.0
0.290687,1767084719.25
0.286845,1767084719.5
0.286845,1767084719.75
0.286845,1767084720.0
0.285565,1767084720.25
0.288126,1767084720.5
0.288126,1767084720.75
0.289407,1767084721.0
0.289407,1767084721.25
0.289407,1767084721.5
0.286845,1767084721.75
0.288126,1767084722.0
0.286845,1767084722.25
0.288126,1767084722.5
0.289407,1767084722.75
0.290687,1767084723.0
0.289407,1767084723.25
0.289407,1767084723.5
0.286845,1767084723.75
0.286845,1767084724.0
0.288126,1767084724.25
0.285565,1767084724.5
0.286845,1767084724.75
0.289407,1767084725.0
0.288126,1767084725.25
0.286845,1767084725.5
0.288126,1767084725.75
0.289407,1767084726.0
0.284284,1767084726.25
0.285565,1767084726.5
0.286845,1767084726.75
0.286845,1767084727.0
0.285565,1767084727.25
0.288126,1767084727.5
0.286845,1767084727.75
0.286845,1767084728.0
0.286845,1767084728.25
0.283004,1767084728.5
0.283004,1767084728.75
0.283004,1767084729.0
0.285565,1767084729.25
0.284284,1767084729.5
0.286845,1767084729.75
0.286845,1767084730.0
0.286845,1767084730.25
0.286845,1767084730.5
0.283004,1767084730.75
0.281723,1767084731.0
0.284284,1767084731.25
0.281723,1767084731.5
0.284284,1767084731.75
0.286845,1767084732.0
0.286845,1767084732.25
0.285565,1767084732.5
0.284284,1767084732.75
0.283004,1767084733.0
0.280443,1767084733.25
0.280443,1767084733.5
0.279162,1767084733.75
0.280443,1767084734.0
0.279162,1767084734.25
0.281723,1767084734.5
0.280443,1767084734.75
0.281723,1767084735.0
0.283004,1767084735.25
0.283004,1767084735.5
0.279162,1767084735.75
0.279162,1767084736.0
0.277882,1767084736.25
0.277882,1767084736.5
0.277882,1767084736.75
0.280443,1767084737.0
0.281723,1767084737.25
0.283004,1767084737.5
0.281723,1767084737.75
0.283004,1767084738.0
0.280443,1767084738.25
0.277882,1767084738.5
0.280443,1767084738.75
0.277882,1767084739.0
0.280443,1767084739.25
0.281723,1767084739.5
0.281723,1767084739.75
0.280443,1767084740.0
0.279162,1767084740.25
0.276601,1767084740.5
0.276601,1767084740.75
0.279162,1767084741.0
0.276601,1767084741.25
0.277882,1767084741.5
0.280443,1767084741.75
0.280443,1767084742.0
0.279162,1767084742.25
0.280443,1767084742.5
0.276601,1767084742.75
0.276601,1767084743.0
0.276601,1767084743.25
0.276601,1767084743.5
0.279162,1767084743.75
0.279162,1767084744.0
0.280443,1767084744.25
0.279162,1767084744.5
0.280443,1767084744.75
0.279162,1767084745.0
0.276601,1767084745.25
0.27532,1767084745.5
0.277882,1767084745.75
0.279162,1767084746.0
0.277882,1767084746.25
0.280443,1767084746.5
0.280443,1767084746.75
0.279162,1767084747.0
0.276601,1767084747.25
0.27532,1767084747.5
0.27532,1767084747.75
0.276601,1767084748.0
0.27404,1767084748.25
0.277882,1767084748.5
0.277882,1767084748.75
0.277882,1767084749.0
0.277882,1767084749.25
0.27404,1767084749.5
0.27404,1767084749.75
0.27404,1767084750.0
0.27532,1767084750.25
0.276601,1767084750.5
0.277882,1767084750.75
0.277882,1767084751.0
0.277882,1767084751.25
0.27404,1767084751.5
0.272759,1767084751.75
0.272759,1767084752.0
0.272759,1767084752.25
0.27532,1767084752.5
0.276601,1767084752.75
0.276601,1767084753.0
0.27532,1767084753.25
0.272759,1767084753.5
0.272759,1767084753.75
0.272759,1767084754.0
0.27404,1767084754.25
0.27532,1767084754.5
0.276601,1767084754.75
0.277882,1767084755.0
0.276601,1767084755.25
0.27404,1767084755.5
0.272759,1767084755.75
0.27532,1767084756.0
0.272759,1767084756.25
0.27532,1767084756.5
0.27532,1767084756.75
0.276601,1767084757.0
0.276601,1767084757.25
0.27532,1767084757.5
0.27404,1767084757.75
0.272759,1767084758.0
0.271479,1767084758.25
0.270198,1767084758.5
0.27404,1767084758.75
0.27532,1767084759.0
0.288126,1767084759.25
0.27404,1767084759.5
0.271479,1767084759.75
0.271479,1767084760.0
0.272759,1767084760.25
0.272759,1767084760.5
0.27532,1767084760.75
0.27532,1767084761.0
0.276601,1767084761.25
0.276601,1767084761.5
0.27532,1767084761.75
0.27404,1767084762.0
0.27532,1767084762.25
0.272759,1767084762.5
0.272759,1767084762.75
0.27404,1767084763.0
0.276601,1767084763.25
0.276601,1767084763.5
0.27532,1767084763.75
0.272759,1767084764.0
0.272759,1767084764.25
0.272759,1767084764.5
0.272759,1767084764.75
0.272759,1767084765.0
0.276601,1767084765.25
0.276601,1767084765.5
0.276601,1767084765.75
0.276601,1767084766.0
0.272759,1767084766.25
0.272759,1767084766.5
0.272759,1767084766.75
0.271479,1767084767.0
0.27532,1767084767.25
0.276601,1767084767.5
0.276601,1767084767.75
0.27532,1767084768.0
0.276601,1767084768.25
0.272759,1767084768.5
0.272759,1767084768.75
0.271479,1767084769.0
0.27404,1767084769.25
0.27532,1767084769.5
0.276601,1767084769.75
0.27532,1767084770.0
0.27532,1767084770.25
0.271479,1767084770.5
0.271479,1767084770.75
0.271479,1767084771.0
0.270198,1767084771.25
0.271479,1767084771.5
0.27404,1767084771.75
0.276601,1767084772.0
0.27532,1767084772.25
0.27404,1767084772.5
0.271479,1767084772.75
0.270198,1767084773.0
0.270198,1767084773.25
0.272759,1767084773.5
0.27404,1767084773.75
0.27404,1767084774.0
0.27404,1767084774.25
0.27404,1767084774.5
0.271479,1767084774.75
0.270198,1767084775.0
0.271479,1767084775.25
0.268918,1767084775.5
0.27404,1767084775.75
0.27404,1767084776.0
0.272759,1767084776.25
0.271479,1767084776.5
0.268918,1767084776.75
0.270198,1767084777.0
