PPG GREEN,time
1735823.0,1721466928.526
1733655.0,1721466928.566
1732994.0,1721466928.606
1734697.0,1721466928.646
1736932.0,1721466928.686
1738139.0,1721466928.726
1738296.0,1721466928.766
1735836.0,1721466928.806
1733147.0,1721466928.846
1735057.0,1721466928.886
1740465.0,1721466928.926
1745364.0,1721466928.966
1749435.0,1721466929.006
1752942.0,1721466929.046
1757477.0,1721466929.086
1762680.0,1721466929.126
1767375.0,1721466929.166
1771946.0,1721466929.206
1774254.0,1721466929.246
1776408.0,1721466929.286
1780357.0,1721466929.326
1783721.0,1721466929.366
1786628.0,1721466929.406
1789633.0,1721466929.446
1792349.0,1721466929.486
1794910.0,1721466929.526
1797254.0,1721466929.566
1799504.0,1721466929.606
1804079.0,1721466929.686
1801880.0,1721466929.646
1806387.0,1721466929.726
1808748.0,1721466929.766
1813705.0,1721466929.846
1811382.0,1721466929.806
1816347.0,1721466929.886
1819126.0,1721466929.926
1821924.0,1721466929.966
1824349.0,1721466930.006
1826625.0,1721466930.046
1827025.0,1721466930.086
1826675.0,1721466930.126
1826951.0,1721466930.166
1827798.0,1721466930.206
1830732.0,1721466930.286
1829232.0,1721466930.246
1832225.0,1721466930.326
1834000.0,1721466930.366
1838628.0,1721466930.486
1836817.0,1721466930.446
1835181.0,1721466930.406
1840580.0,1721466930.526
1844630.0,1721466930.606
1842308.0,1721466930.566
1849570.0,1721466930.686
1846923.0,1721466930.646
1852021.0,1721466930.726
1853618.0,1721466930.766
1855985.0,1721466930.806
1858374.0,1721466930.846
1860630.0,1721466930.886
1863652.0,1721466930.966
1862575.0,1721466930.926
1862223.0,1721466931.006
1861128.0,1721466931.046
1861028.0,1721466931.086
1861029.0,1721466931.126
1861863.0,1721466931.166
1862726.0,1721466931.206
1863936.0,1721466931.246
1865719.0,1721466931.326
1864712.0,1721466931.286
1866525.0,1721466931.366
1869949.0,1721466931.486
1871409.0,1721466931.526
1867753.0,1721466931.406
1872818.0,1721466931.566
1868691.0,1721466931.446
1874923.0,1721466931.606
1870428.0,1721466931.726
1874203.0,1721466931.646
1872696.0,1721466931.686
1869386.0,1721466931.766
1870092.0,1721466931.806
1872257.0,1721466931.846
1867697.0,1721466931.966
1871507.0,1721466931.886
1868112.0,1721466931.926
1868438.0,1721466932.006
1868513.0,1721466932.046
1869570.0,1721466932.086
1870736.0,1721466932.126
1870461.0,1721466932.166
1870205.0,1721466932.206
1873511.0,1721466932.286
1870866.0,1721466932.246
1891287.0,1721466932.406
1881972.0,1721466932.366
1875483.0,1721466932.326
1901936.0,1721466932.446
1916437.0,1721466932.526
1909704.0,1721466932.486
1923816.0,1721466932.566
1927998.0,1721466932.606
1927041.0,1721466932.646
1924987.0,1721466932.686
1922652.0,1721466932.726
1921585.0,1721466932.766
1918806.0,1721466932.806
1910381.0,1721466932.846
1905410.0,1721466932.886
1898091.0,1721466932.966
1901758.0,1721466932.926
1897350.0,1721466933.046
1896786.0,1721466933.006
1897881.0,1721466933.126
1897367.0,1721466933.166
1897733.0,1721466933.086
1896948.0,1721466933.206
1897545.0,1721466933.246
1897729.0,1721466933.286
1898573.0,1721466933.326
1899682.0,1721466933.366
1900437.0,1721466933.406
1901111.0,1721466933.446
1901826.0,1721466933.526
1902095.0,1721466933.566
1901498.0,1721466933.606
1901471.0,1721466933.486
1898655.0,1721466933.646
1895557.0,1721466933.726
1896693.0,1721466933.686
1895383.0,1721466933.766
1895997.0,1721466933.806
1897041.0,1721466933.966
1896928.0,1721466933.886
1896836.0,1721466934.006
1897054.0,1721466933.846
1896943.0,1721466933.926
1898245.0,1721466934.086
1897330.0,1721466934.046
1899046.0,1721466934.126
1900604.0,1721466934.166
1905688.0,1721466934.286
1904934.0,1721466934.246
1902650.0,1721466934.206
1904780.0,1721466934.326
1902594.0,1721466934.366
1900086.0,1721466934.406
1903712.0,1721466934.486
1900951.0,1721466934.446
1903659.0,1721466934.566
1904654.0,1721466934.526
1905677.0,1721466934.606
1907721.0,1721466934.686
1908153.0,1721466934.646
1908353.0,1721466934.726
1908112.0,1721466934.766
1913151.0,1721466934.846
1910038.0,1721466934.806
1912374.0,1721466934.886
1911117.0,1721466934.926
1908666.0,1721466934.966
1900018.0,1721466935.046
1904046.0,1721466935.006
1898648.0,1721466935.086
1898474.0,1721466935.126
1899424.0,1721466935.166
1900574.0,1721466935.206
1902826.0,1721466935.326
1902335.0,1721466935.286
1901483.0,1721466935.246
1903645.0,1721466935.366
1905827.0,1721466935.446
1904946.0,1721466935.406
1907130.0,1721466935.486
1909805.0,1721466935.566
1908503.0,1721466935.526
1908867.0,1721466935.606
1905329.0,1721466935.646
1901963.0,1721466935.686
1899368.0,1721466935.726
1897718.0,1721466935.766
1896969.0,1721466935.806
1897104.0,1721466935.846
1896860.0,1721466935.886
1896513.0,1721466935.966
1896699.0,1721466935.926
1896146.0,1721466936.046
1896156.0,1721466936.006
1896472.0,1721466936.082
1896792.0,1721466936.123
1897247.0,1721466936.163
1897986.0,1721466936.202
1898377.0,1721466936.243
1895888.0,1721466936.284
1890555.0,1721466936.323
1885806.0,1721466936.363
1881607.0,1721466936.404
1878156.0,1721466936.443
1876123.0,1721466936.483
1872855.0,1721466936.563
1874675.0,1721466936.524
1871147.0,1721466936.603
1870532.0,1721466936.645
1869716.0,1721466936.683
1868681.0,1721466936.723
1868213.0,1721466936.764
1867093.0,1721466936.803
1866196.0,1721466936.844
1866221.0,1721466936.885
1866191.0,1721466936.924
1864991.0,1721466937.044
1867556.0,1721466937.005
1866569.0,1721466936.964
1859336.0,1721466937.084
1854381.0,1721466937.125
1844636.0,1721466937.204
1848557.0,1721466937.164
1843424.0,1721466937.246
1843794.0,1721466937.284
1842442.0,1721466937.324
1844082.0,1721466937.365
1843815.0,1721466937.404
1840537.0,1721466937.445
1837608.0,1721466937.486
1834789.0,1721466937.524
1832977.0,1721466937.565
1832466.0,1721466937.606
1834106.0,1721466937.645
1835330.0,1721466937.685
1836257.0,1721466937.726
1837618.0,1721466937.765
1839941.0,1721466937.805
1841936.0,1721466937.847
1843329.0,1721466937.885
1843043.0,1721466937.925
1840184.0,1721466937.966
1833940.0,1721466938.005
1828585.0,1721466938.046
1823351.0,1721466938.087
1819872.0,1721466938.126
1817938.0,1721466938.166
1815605.0,1721466938.207
1813597.0,1721466938.246
1811612.0,1721466938.286
1809646.0,1721466938.327
1807996.0,1721466938.366
1807726.0,1721466938.406
1807048.0,1721466938.448
1807005.0,1721466938.486
1807569.0,1721466938.526
1808400.0,1721466938.567
1808552.0,1721466938.607
1808698.0,1721466938.647
1809541.0,1721466938.688
1810316.0,1721466938.727
1809667.0,1721466938.767
1803269.0,1721466938.848
1800237.0,1721466938.887
1799117.0,1721466938.928
1798667.0,1721466938.967
1798964.0,1721466939.007
