eda,time
0.522594,1767084367.75
0.521313,1767084368.0
0.521313,1767084368.25
0.522594,1767084368.5
0.522594,1767084368.75
0.521313,1767084369.0
0.518752,1767084369.25
0.522594,1767084369.5
0.525156,1767084369.75
0.523875,1767084370.0
0.523875,1767084370.25
0.526437,1767084370.5
0.528999,1767084370.75
0.530279,1767084371.0
0.523875,1767084371.25
0.525156,1767084371.5
0.527718,1767084371.75
0.523875,1767084372.0
0.522594,1767084372.25
0.521313,1767084372.5
0.525156,1767084372.75
0.523875,1767084373.0
0.521313,1767084373.25
0.521313,1767084373.5
0.523875,1767084373.75
0.522594,1767084374.0
0.518752,1767084374.25
0.517471,1767084374.5
0.521313,1767084374.75
0.521313,1767084375.0
0.521313,1767084375.25
0.514909,1767084375.5
0.522594,1767084375.75
0.521313,1767084376.0
0.520033,1767084376.25
0.520033,1767084376.5
0.521313,1767084376.75
0.523875,1767084377.0
0.523875,1767084377.25
0.520033,1767084377.5
0.520033,1767084377.75
0.522594,1767084378.0
0.520033,1767084378.25
0.518752,1767084378.5
0.521313,1767084378.75
0.520033,1767084379.0
0.521313,1767084379.25
0.517471,1767084379.5
0.517471,1767084379.75
0.517471,1767084380.0
0.518752,1767084380.25
0.51619,1767084380.5
0.518752,1767084380.75
0.517471,1767084381.0
0.518752,1767084381.25
0.514909,1767084381.5
0.513628,1767084381.75
0.517471,1767084382.0
0.51619,1767084382.25
0.514909,1767084382.5
0.511066,1767084382.75
0.508505,1767084383.0
0.511066,1767084383.25
0.509786,1767084383.5
0.511066,1767084383.75
0.505943,1767084384.0
0.505943,1767084384.25
0.508505,1767084384.5
0.505943,1767084384.75
0.504662,1767084385.0
0.504662,1767084385.25
0.505943,1767084385.5
0.505943,1767084385.75
0.50082,1767084386.0
0.504662,1767084386.25
0.504662,1767084386.5
0.503381,1767084386.75
0.498258,1767084387.0
0.499539,1767084387.25
0.5021,1767084387.5
0.50082,1767084387.75
0.498258,1767084388.0
0.50082,1767084388.25
0.5021,1767084388.5
0.50082,1767084388.75
0.496977,1767084389.0
0.494415,1767084389.25
0.494415,1767084389.5
0.496977,1767084389.75
0.496977,1767084390.0
0.493134,1767084390.25
0.493134,1767084390.5
0.493134,1767084390.75
0.488011,1767084391.0
0.489292,1767084391.25
0.489292,1767084391.5
0.491853,1767084391.75
0.489292,1767084392.0
0.490573,1767084392.25
0.488011,1767084392.5
0.489292,1767084392.75
0.485449,1767084393.0
0.482887,1767084393.25
0.48673,1767084393.5
0.489292,1767084393.75
0.485449,1767084394.0
0.485449,1767084394.25
0.48673,1767084394.5
0.488011,1767084394.75
0.484168,1767084395.0
0.48673,1767084395.25
0.484168,1767084395.5
0.48673,1767084395.75
0.482887,1767084396.0
0.484168,1767084396.25
0.482887,1767084396.5
0.484168,1767084396.75
