PPG GREEN,time
2192649.0,1767084367.694
2192665.0,1767084367.734
2192602.0,1767084367.775
2192580.0,1767084367.814
2192213.0,1767084367.854
2191592.0,1767084367.896
2191294.0,1767084367.934
2191318.0,1767084367.974
2191510.0,1767084368.015
2191865.0,1767084368.055
2192148.0,1767084368.095
2192461.0,1767084368.136
2192829.0,1767084368.175
2193108.0,1767084368.215
2192670.0,1767084368.256
2191065.0,1767084368.297
2188995.0,1767084368.336
2187669.0,1767084368.376
2186382.0,1767084368.413
2185861.0,1767084368.45
2185914.0,1767084368.484
2186289.0,1767084368.522
2187345.0,1767084368.561
2188554.0,1767084368.601
2190132.0,1767084368.64
2192653.0,1767084368.681
2195128.0,1767084368.721
2196531.0,1767084368.76
2196910.0,1767084368.801
2195551.0,1767084368.837
2194299.0,1767084368.877
2192001.0,1767084368.916
2188025.0,1767084368.957
2182633.0,1767084368.996
2176801.0,1767084369.037
2171419.0,1767084369.078
2167265.0,1767084369.117
2164153.0,1767084369.157
2162207.0,1767084369.198
2161657.0,1767084369.237
2161118.0,1767084369.278
2160785.0,1767084369.318
2160030.0,1767084369.357
2159467.0,1767084369.397
2158466.0,1767084369.439
2157659.0,1767084369.478
2156133.0,1767084369.518
2154444.0,1767084369.56
2152494.0,1767084369.599
2150234.0,1767084369.639
2146857.0,1767084369.682
2142225.0,1767084369.72
2137444.0,1767084369.76
2133371.0,1767084369.802
2130248.0,1767084369.841
2128114.0,1767084369.882
2126180.0,1767084369.922
2124829.0,1767084369.961
2124277.0,1767084370.002
2124678.0,1767084370.042
2124921.0,1767084370.073
2126185.0,1767084370.112
2126909.0,1767084370.153
2128202.0,1767084370.192
2129296.0,1767084370.232
2130775.0,1767084370.274
2132021.0,1767084370.313
2132623.0,1767084370.353
2131996.0,1767084370.394
2129978.0,1767084370.433
2128318.0,1767084370.474
2127043.0,1767084370.514
2126511.0,1767084370.553
2126376.0,1767084370.593
2126394.0,1767084370.634
2125985.0,1767084370.674
2125539.0,1767084370.714
2125332.0,1767084370.75
2125666.0,1767084370.79
2126395.0,1767084370.822
2126817.0,1767084370.864
2127524.0,1767084370.9
2127963.0,1767084370.94
2128771.0,1767084370.982
2128904.0,1767084371.021
2127217.0,1767084371.062
2125192.0,1767084371.103
2123618.0,1767084371.142
2122560.0,1767084371.182
2122064.0,1767084371.223
2121804.0,1767084371.261
2121125.0,1767084371.301
2120355.0,1767084371.342
2119175.0,1767084371.381
2118737.0,1767084371.421
2118392.0,1767084371.463
2118429.0,1767084371.501
2118514.0,1767084371.541
2118771.0,1767084371.582
2119192.0,1767084371.621
2119594.0,1767084371.662
2119325.0,1767084371.703
2117392.0,1767084371.742
2115401.0,1767084371.782
2114053.0,1767084371.823
2113097.0,1767084371.863
2112530.0,1767084371.902
2112339.0,1767084371.943
2112116.0,1767084371.982
2112201.0,1767084372.022
2112494.0,1767084372.064
2113259.0,1767084372.103
2114347.0,1767084372.141
2115867.0,1767084372.182
2117109.0,1767084372.221
2118674.0,1767084372.262
2120823.0,1767084372.303
2120540.0,1767084372.342
2118932.0,1767084372.382
2116912.0,1767084372.424
2115311.0,1767084372.464
2113750.0,1767084372.503
2113750.0,1767084372.538
2111022.0,1767084372.577
2107399.0,1767084372.617
2102225.0,1767084372.659
2096339.0,1767084372.698
2090228.0,1767084372.738
2085269.0,1767084372.779
2080640.0,1767084372.818
2077219.0,1767084372.859
2073885.0,1767084372.899
2071740.0,1767084372.938
2070506.0,1767084372.978
2067853.0,1767084373.019
2063008.0,1767084373.059
2057326.0,1767084373.099
2052250.0,1767084373.14
2048780.0,1767084373.179
2047251.0,1767084373.22
2048402.0,1767084373.26
2049749.0,1767084373.298
2051069.0,1767084373.337
2053137.0,1767084373.375
2054741.0,1767084373.414
2055940.0,1767084373.448
2056722.0,1767084373.486
2057175.0,1767084373.523
2056910.0,1767084373.563
2055899.0,1767084373.605
2053270.0,1767084373.644
2050922.0,1767084373.684
2048830.0,1767084373.725
2047280.0,1767084373.764
2046160.0,1767084373.804
2044538.0,1767084373.842
2043253.0,1767084373.88
2043445.0,1767084373.921
2043897.0,1767084373.962
2044186.0,1767084374.001
2044707.0,1767084374.041
2045009.0,1767084374.082
2045460.0,1767084374.121
2046219.0,1767084374.161
2046638.0,1767084374.202
2047149.0,1767084374.242
2047635.0,1767084374.281
2048388.0,1767084374.322
2049382.0,1767084374.361
2050303.0,1767084374.401
2050533.0,1767084374.443
2050882.0,1767084374.482
2051579.0,1767084374.522
2050726.0,1767084374.563
2048687.0,1767084374.602
2046140.0,1767084374.643
2044111.0,1767084374.683
2042645.0,1767084374.722
2041690.0,1767084374.765
2041191.0,1767084374.846
2041296.0,1767084374.806
2041486.0,1767084374.885
2042167.0,1767084374.926
2043759.0,1767084374.965
2044594.0,1767084375.005
2046051.0,1767084375.047
2047604.0,1767084375.086
2049438.0,1767084375.126
2051011.0,1767084375.167
2052164.0,1767084375.206
2053464.0,1767084375.247
2054321.0,1767084375.287
2055205.0,1767084375.326
2055174.0,1767084375.366
2054068.0,1767084375.407
2052748.0,1767084375.447
2051614.0,1767084375.486
2050876.0,1767084375.527
2050482.0,1767084375.566
2050162.0,1767084375.648
2051201.0,1767084375.727
2052265.0,1767084375.768
2050652.0,1767084375.687
2053876.0,1767084375.807
2055611.0,1767084375.848
2057252.0,1767084375.888
2050416.0,1767084375.607
2058744.0,1767084375.927
2060183.0,1767084375.967
2062194.0,1767084376.008
2064415.0,1767084376.048
2066892.0,1767084376.087
2069131.0,1767084376.129
2069246.0,1767084376.168
2068296.0,1767084376.208
2067569.0,1767084376.249
2066850.0,1767084376.288
2066341.0,1767084376.328
2066277.0,1767084376.369
2066510.0,1767084376.408
2066470.0,1767084376.449
2066295.0,1767084376.489
2066444.0,1767084376.528
2066270.0,1767084376.568
2066531.0,1767084376.61
2066586.0,1767084376.649
2067146.0,1767084376.689
2067632.0,1767084376.73
2068115.0,1767084376.769
2068683.0,1767084376.809
2068673.0,1767084376.851
2069202.0,1767084376.889
2068908.0,1767084376.929
2067008.0,1767084376.97
2065300.0,1767084377.009
2063563.0,1767084377.05
2060326.0,1767084377.17
2061396.0,1767084377.13
2059759.0,1767084377.211
2058765.0,1767084377.251
2057772.0,1767084377.29
2062153.0,1767084377.091
2061299.0,1767084377.37
2057921.0,1767084377.331
2066730.0,1767084377.41
2072524.0,1767084377.452
2077872.0,1767084377.49
2086635.0,1767084377.572
2089366.0,1767084377.611
2090311.0,1767084377.651
2089655.0,1767084377.692
2087333.0,1767084377.731
2085342.0,1767084377.771
2082521.0,1767084377.812
2080261.0,1767084377.852
2078236.0,1767084377.891
2076588.0,1767084377.932
2074477.0,1767084377.971
2082223.0,1767084377.531
2069857.0,1767084378.053
2067552.0,1767084378.132
2071958.0,1767084378.011
2068594.0,1767084378.092
2068434.0,1767084378.212
2069198.0,1767084378.253
2067849.0,1767084378.173
2070658.0,1767084378.332
2069826.0,1767084378.293
2071556.0,1767084378.372
2071601.0,1767084378.413
2070723.0,1767084378.453
2069454.0,1767084378.492
2068428.0,1767084378.534
2067620.0,1767084378.573
2067735.0,1767084378.613
2068216.0,1767084378.654
2068983.0,1767084378.693
2069569.0,1767084378.733
2070448.0,1767084378.774
2071422.0,1767084378.813
2072997.0,1767084378.854
2074310.0,1767084378.894
2075915.0,1767084378.933
2077197.0,1767084378.973
2078716.0,1767084379.014
2079998.0,1767084379.054
2081373.0,1767084379.094
2082443.0,1767084379.135
2082444.0,1767084379.174
2081762.0,1767084379.214
2081510.0,1767084379.256
2081495.0,1767084379.294
2081707.0,1767084379.334
2081700.0,1767084379.375
2081986.0,1767084379.414
2081674.0,1767084379.455
2081453.0,1767084379.495
2081853.0,1767084379.534
2082350.0,1767084379.574
2082851.0,1767084379.616
2083087.0,1767084379.655
2083573.0,1767084379.695
2084047.0,1767084379.736
2084439.0,1767084379.775
2085014.0,1767084379.815
2085510.0,1767084379.857
2085516.0,1767084379.895
2084620.0,1767084379.935
2083977.0,1767084379.976
2083182.0,1767084380.008
2083023.0,1767084380.049
2084643.0,1767084380.09
2086018.0,1767084380.129
2087028.0,1767084380.169
2088722.0,1767084380.21
2089039.0,1767084380.249
2088369.0,1767084380.289
2087895.0,1767084380.33
2086523.0,1767084380.369
2085229.0,1767084380.409
2083604.0,1767084380.451
2081796.0,1767084380.489
2078971.0,1767084380.529
2074650.0,1767084380.57
2071204.0,1767084380.609
2067754.0,1767084380.65
2062261.0,1767084380.69
2056187.0,1767084380.729
2053284.0,1767084380.77
2052106.0,1767084380.812
2053074.0,1767084380.851
2052470.0,1767084380.891
2051834.0,1767084380.932
2051189.0,1767084380.971
2051884.0,1767084381.012
2053823.0,1767084381.054
2055887.0,1767084381.092
2057720.0,1767084381.133
2060212.0,1767084381.172
2063601.0,1767084381.21
2066417.0,1767084381.244
2068920.0,1767084381.284
