bvp,time
33.71,1644481473.640625
37.86,1644481473.65625
42.38,1644481473.671875
48.27,1644481473.6875
55.87,1644481473.703125
64.74,1644481473.71875
73.85,1644481473.734375
82.02,1644481473.75
88.4,1644481473.765625
92.66,1644481473.78125
94.93,1644481473.796875
95.57,1644481473.8125
95.0,1644481473.828125
93.56,1644481473.84375
91.47,1644481473.859375
88.77,1644481473.875
85.4,1644481473.890625
81.3,1644481473.90625
76.68,1644481473.921875
71.99,1644481473.9375
67.89,1644481473.953125
64.89,1644481473.96875
63.05,1644481473.984375
61.9,1644481474.0
60.64,1644481474.015625
58.59,1644481474.03125
55.63,1644481474.046875
52.18,1644481474.0625
48.98,1644481474.078125
46.54,1644481474.09375
44.82,1644481474.109375
43.19,1644481474.125
40.8,1644481474.140625
37.03,1644481474.15625
31.74,1644481474.171875
25.33,1644481474.1875
18.31,1644481474.203125
11.03,1644481474.21875
3.46,1644481474.234375
-4.57,1644481474.25
-12.96,1644481474.265625
-21.13,1644481474.28125
-28.17,1644481474.296875
-33.3,1644481474.3125
-36.36,1644481474.328125
-37.96,1644481474.34375
-39.18,1644481474.359375
-40.92,1644481474.375
-43.31,1644481474.390625
-45.59,1644481474.40625
-46.46,1644481474.421875
-44.65,1644481474.4375
-39.57,1644481474.453125
-31.49,1644481474.46875
-21.39,1644481474.484375
-10.65,1644481474.5
-0.82,1644481474.515625
6.75,1644481474.53125
11.29,1644481474.546875
12.77,1644481474.5625
11.82,1644481474.578125
9.49,1644481474.59375
6.78,1644481474.609375
4.3,1644481474.625
1.91,1644481474.640625
-1.56,1644481474.65625
-7.84,1644481474.671875
-18.26,1644481474.6875
-32.98,1644481474.703125
-50.34,1644481474.71875
-66.43,1644481474.734375
-75.63,1644481474.75
-72.14,1644481474.765625
-52.14,1644481474.78125
-16.58,1644481474.796875
28.8,1644481474.8125
75.73,1644481474.828125
116.35,1644481474.84375
145.78,1644481474.859375
163.21,1644481474.875
171.1,1644481474.890625
173.27,1644481474.90625
173.22,1644481474.921875
171.93,1644481474.9375
169.11,1644481474.953125
165.15,1644481474.96875
161.35,1644481474.984375
159.01,1644481475.0
158.16,1644481475.015625
156.95,1644481475.03125
152.37,1644481475.046875
141.59,1644481475.0625
121.02,1644481475.078125
87.71,1644481475.09375
40.92,1644481475.109375
-17.39,1644481475.125
-82.68,1644481475.140625
-147.91,1644481475.15625
-204.73,1644481475.171875
-248.72,1644481475.1875
-270.89,1644481475.203125
-268.21,1644481475.21875
-248.96,1644481475.234375
-227.13,1644481475.25
-213.05,1644481475.265625
-208.87,1644481475.28125
-210.26,1644481475.296875
-211.5,1644481475.3125
-209.27,1644481475.328125
-203.46,1644481475.34375
-197.47,1644481475.359375
-194.57,1644481475.375
-194.45,1644481475.390625
-193.67,1644481475.40625
-188.76,1644481475.421875
-176.75,1644481475.4375
-157.53,1644481475.453125
-133.49,1644481475.46875
-107.84,1644481475.484375
-84.4,1644481475.5
-65.65,1644481475.515625
-50.92,1644481475.53125
-37.57,1644481475.546875
-22.61,1644481475.5625
-3.74,1644481475.578125
19.88,1644481475.59375
47.89,1644481475.609375
79.24,1644481475.625
111.94,1644481475.640625
140.22,1644481475.65625
159.91,1644481475.671875
168.42,1644481475.6875
165.03,1644481475.703125
151.28,1644481475.71875
130.31,1644481475.734375
106.08,1644481475.75
82.17,1644481475.765625
60.52,1644481475.78125
41.52,1644481475.796875
25.29,1644481475.8125
11.82,1644481475.828125
1.15,1644481475.84375
-6.68,1644481475.859375
-12.12,1644481475.875
-16.12,1644481475.890625
-19.83,1644481475.90625
-24.36,1644481475.921875
-30.32,1644481475.9375
-37.12,1644481475.953125
-43.74,1644481475.96875
-49.15,1644481475.984375
-52.76,1644481476.0
-54.84,1644481476.015625
-56.22,1644481476.03125
-58.0,1644481476.046875
-60.94,1644481476.0625
-65.24,1644481476.078125
-70.15,1644481476.09375
-74.51,1644481476.109375
-77.24,1644481476.125
-77.59,1644481476.140625
-75.42,1644481476.15625
-71.1,1644481476.171875
-65.32,1644481476.1875
-58.88,1644481476.203125
-52.54,1644481476.21875
-46.75,1644481476.234375
-41.7,1644481476.25
-37.38,1644481476.265625
-33.56,1644481476.28125
-29.94,1644481476.296875
-26.2,1644481476.3125
-22.12,1644481476.328125
-17.68,1644481476.34375
-13.03,1644481476.359375
-8.46,1644481476.375
-4.29,1644481476.390625
-0.72,1644481476.40625
2.32,1644481476.421875
4.99,1644481476.4375
7.5,1644481476.453125
9.88,1644481476.46875
11.84,1644481476.484375
13.07,1644481476.5
13.43,1644481476.515625
13.18,1644481476.53125
13.05,1644481476.546875
14.0,1644481476.5625
16.71,1644481476.578125
21.31,1644481476.59375
27.31,1644481476.609375
33.64,1644481476.625
39.18,1644481476.640625
43.03,1644481476.65625
44.83,1644481476.671875
44.67,1644481476.6875
43.08,1644481476.703125
40.67,1644481476.71875
37.96,1644481476.734375
35.38,1644481476.75
33.12,1644481476.765625
31.27,1644481476.78125
29.85,1644481476.796875
28.82,1644481476.8125
28.08,1644481476.828125
27.41,1644481476.84375
26.43,1644481476.859375
24.68,1644481476.875
21.7,1644481476.890625
17.12,1644481476.90625
10.8,1644481476.921875
2.82,1644481476.9375
-6.56,1644481476.953125
